address,Latitude,Longitude
대구광역시 북구 침산동 1061-13,35.8977249,128.5812463
대구광역시 북구 노원동3가 300-1,35.8937237,128.5644943
대구광역시 북구 동천동 892-1,35.9444275,128.559163
대구광역시 북구 산격동 314,35.9100564,128.6064485
대구광역시 북구 검단동 986-2,35.9081123,128.6222964
대구광역시 북구 노원동3가 1157-9,35.8963474,128.5777657
대구광역시 북구 노원동3가 1199-6,35.9027964,128.5781073
대구광역시 북구 침산동 779-1,35.9030698,128.5855017
대구광역시 북구 노원동3가 666-1,35.8924423,128.5600013
대구광역시 북구 노원동3가 151,35.8969625,128.5725871
대구광역시 북구 노원동3가 420-2,35.8942117,128.5593868
대구광역시 북구 노원동3가 40-3,35.8998032,128.5754767
대구광역시 북구 노원동3가 24-4,35.901806,128.5758413
대구광역시 북구 노원동3가 1199-16,35.9028838,128.5786884
대구광역시 북구 산격동 14-31,35.9114876,128.6071729
대구광역시 북구 노원동3가 53,35.9007592,128.5743991
대구광역시 북구 노원동3가 187-10,35.8999042,128.566366
대구광역시 북구 침산동 847-1,35.9009119,128.5834818
대구광역시 북구 침산동 1092-2,35.8970761,128.5830782
대구광역시 북구 침산동 873-1,35.9019745,128.5836868
대구광역시 북구 학정동 869-1,35.946797,128.5574317
대구광역시 북구 노원동3가 237-32,35.8962287,128.5644445
대구광역시 북구 노원동3가 179-8,35.8971516,128.5703564
대구광역시 북구 침산동 780-2,35.9028104,128.5865556
대구광역시 북구 학정동 산14-2,35.9562058,128.5717949
대구광역시 북구 침산동 685-2,35.9013026,128.5909645
대구광역시 북구 노원동3가 502-2,35.8937755,128.5533612
대구광역시 북구 노원동3가 62-1,35.8992143,128.5677901
대구광역시 북구 노원동3가 194-3,35.8984454,128.5641678
대구광역시 북구 노원동3가 2-3,35.9028863,128.5770411
대구광역시 북구 구암동 831-7,35.9320596,128.5663126
대구광역시 북구 노원동3가 665,35.8926018,128.5590521
대구광역시 북구 노원동3가 204-1,35.8970711,128.5656612
대구광역시 북구 침산동 878-2,35.9020517,128.5839355
대구광역시 북구 학정동 859-3,35.9468243,128.5599015
대구광역시 북구 노원동3가 1082,35.8965923,128.575552
대구광역시 북구 노원동3가 1201,35.9017065,128.5785258
대구광역시 북구 노원동3가 41-3,35.8997163,128.5759358
대구광역시 북구 동천동 956-3,35.9414234,128.5576234
대구광역시 북구 침산동 924,35.9017375,128.5820001
대구광역시 북구 동호동 189,35.9576016,128.5613511
대구광역시 북구 산격동 758-13 외 3필지,35.9014031,128.5943418
대구광역시 북구 노원동3가 479-3,35.8949299,128.5569084
대구광역시 북구 산격동 632-3,35.9036652,128.6005404
대구광역시 북구 검단동 777-71,35.9112112,128.6245221
대구광역시 북구 노원동3가 629,35.8917308,128.5577633
대구광역시 북구 노원동3가 480-7,35.8945047,128.5568589
대구광역시 북구 노원동3가 1073-2,35.8978834,128.5777337
대구광역시 북구 노원동3가 306,35.893915,128.56559
대구광역시 북구 노원동3가 1199-2,35.902776,128.5778601
대구광역시 북구 서변동 140-7,35.9287771,128.5984363
대구광역시 북구 노원동3가 136,35.8977322,128.5724198
대구광역시 북구 노원동3가 41-6,35.8998349,128.5763786
대구광역시 북구 침산동 750-2,35.9019766,128.5889866
대구광역시 북구 침산동 1117,35.8970465,128.5821242
대구광역시 북구 침산동 785,35.901954,128.5871596
대구광역시 북구 검단동 509,35.9139669,128.6114852
