name,address,type,product
유성기공,경상남도 김해시 한림면 명동리 1167-23번지 외 1필지,절삭가공 및 유사처리업,
(주)건기,경상남도 밀양시 부북면 춘화로 378 외 1필지,구조용 금속 판제품 및 공작물 제조업 외 5 종,"지붕자재(패널), 찬넬, 후레싱 외"
(주)그린테크,경상남도 밀양시 산내면 산내로 720 외 6필지,"콘크리트 타일, 기와, 벽돌 및 블록 제조업 외 2 종",보도블럭
(주)나라산업,경상남도 밀양시 산내면 산내야촌길 96-48 외 5필지,기타 건축용 플라스틱 조립제품 제조업,PVC창호
(주)농업회사법인 팜월드,경상남도 밀양시 삼랑진읍 삼랑진로 465-8 외 5필지,기타 과실ㆍ채소 가공 및 저장 처리업 외 1 종,신선편의식품
(주)대성레미콘,경상남도 밀양시 부북면 사포로 65-1 외 5필지,레미콘 제조업,레미콘
(주)대신산업,경상남도 밀양시 초동면 초동농공단지길 5 (총 2 필지) 외 1필지,폴리스티렌 발포 성형제품 제조업 외 1 종,스티로폴
(주)대우선재,경상남도 밀양시 부북면 무안로 800 외 4필지,철강선 제조업,"환봉, 코일"
(주)도시,산외강변로 347 외 1필지,육상 금속 골조 구조재 제조업 외 6 종,"도로 및 교량 난간, 맨홀뚜껑 등"
(주)동신지관,경상남도 밀양시 하남읍 성만남전로 194-7 (총 2 필지) 외 1필지,판지 상자 및 용기 제조업,지관
(주)리하온,경상남도 밀양시 삼랑진읍 만어로 305 외 4필지,그 외 자동차용 신품 부품 제조업 외 3 종,"스프링, 클립"
(주)미들찬농업회사법인,경상남도 밀양시 하남읍 백산로 152 외 1필지,차류 가공업 외 1 종,가공 농산물
(주)밀양본차이나,경상남도 밀양시 용두동길 2 (가곡동) (총 4 필지) 외 3필지,가정용 및 장식용 도자기 제조업,가정용도자기
(주)밀양한천,경상남도 밀양시 산내면 봉의로 58-31 외 1필지,수산식물 가공 및 저장 처리업,"분말.실 한천, 양갱 등"
(주)보연엔지니어링,경상남도 밀양시 삼랑진읍 용전1길 8 외 1필지,선박 구성 부분품 제조업 외 2 종,"선박내장제구성부품, 성형기"
(주)삼성산업 밀양공장,경상남도 밀양시 초동면 초동농공단지길 12 외 2필지,콘크리트 관 및 기타 구조용 콘크리트 제품 제조업 외 2 종,"콘크리트 침목, 레미콘"
(주)삼성팩,경상남도 밀양시 산내면 산내로 794 외 4필지,골판지 제조업 외 1 종,골판지박스
(주)새한그라스테크,경상남도 밀양시 산외면 산외강변로 263 외 3필지,안전유리 제조업 외 1 종,접합.강화유리
(주)서울세라텍,경상남도 밀양시 하남읍 대사길 48-22 외 2필지,타일 및 유사 비내화 요업제품 제조업,타일
(주)서일특수목재,경상남도 밀양시 삼랑진읍 사기점길 33 외 6필지,일반 제재업 외 3 종,"특수목재, 각재, 방부처리목재, 조경재"
(주)선인,경상남도 밀양시 초동면 초동농공단지길 23-22 외 1필지,그 외 기타 식료품 제조업 외 3 종,식물성크림
(주)성경티에스,경상남도 밀양시 산외면 다죽리 1199-11번지 외 1필지,안전유리 제조업 외 1 종,복층유리
(주)성진기계,경상남도 밀양시 초동면 초동농공단지길 39-56 외 2필지,기어 및 동력전달장치 제조업 외 5 종,"베어링,동력전달장치"
(주)세림,경상남도 밀양시 하남읍 양명길 118-18 외 1필지,육상 금속 골조 구조재 제조업 외 2 종,"철구조물,도장품"
(주)세림인더스트리,경상남도 밀양시 산내면 산내로 656 외 4필지,자동차 차체용 신품 부품 제조업 외 1 종,자동차차체용 부품
(주)센트랄모텍,경상남도 밀양시 초동면 초동농공단지길 24-16 외 1필지,금속 단조제품 제조업,자동차부품(암류)
(주)승진그린텍,경상남도 밀양시 초동면 금포안길 100 외 3필지,복합비료 및 기타 화학비료 제조업 외 1 종,"부산물 퇴비,부숙톱밥"
(주)신세계건설,경상남도 밀양시 상남면 조음로 34-6 (총 5 필지) 외 4필지,일반철물 제조업,파이프 비닐온실 부품
(주)신창지앤윈,경상남도 밀양시 산외면 남기동길 175 외 2필지,안전유리 제조업 외 1 종,복층유리
(주)신행리버텍,경상남도 밀양시 무안면 사명대사생가로 114 외 2필지,기타 건축용 나무제품 제조업 외 3 종,방음판넬
(주)아산-밀양지점,경상남도 밀양시 부북면 사포로 565 외 1필지,자동차 차체용 신품 부품 제조업 외 1 종,자동차 부품
(주)알멕코리아,경상남도 밀양시 부북면 사포산단중앙로 130 외 2필지,자동차 차체용 신품 부품 제조업 외 1 종,"전기차 배터리 케이스, 알루미늄 압출형재"
(주)에스엠티,경상남도 밀양시 초동면 초동농공단지길 39-32 외 1필지,분사기 및 소화기 제조업 외 1 종,"투척식 소화기, 자동차부품"
(주)에스제이,경상남도 밀양시 하남읍 양동농공단지길 64 (총 2 필지) 외 1필지,그 외 기타 금속가공업,철구조물
(주)에스제이기업,경상남도 밀양시 삼랑진읍 미율로 47 외 3필지,육상 금속 골조 구조재 제조업 외 1 종,케이블 트레이
(주)에이디에스레일,경상남도 밀양시 상남면 상남로 693 (라동) 외 1필지,철도차량 부품 및 관련 장치물 제조업,철도차량부품
(주)예솔,경상남도 밀양시 무안면 무안로 367 외 5필지,동물성 유지 제조업,동물성 유지
(주)오륙,경상남도 밀양시 삼랑진읍 미율로 144-5 외 1필지,"플라스틱 선, 봉, 관 및 호스 제조업 외 1 종","플라스틱압출품, DR SIDE류"
(주)옵스,경상남도 밀양시 상남면 대성2길 13 외 1필지,기타 식품 첨가물 제조업,믹스 커피 등
(주)우주,경상남도 밀양시 산외면 산외강변로 281 외 2필지,안전유리 제조업 외 1 종,복층유리
(주)우주산업,경상남도 밀양시 부북면 사포로 123 외 1필지,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품
(주)원일특강,경상남도 밀양시 하남읍 파서중앙길 34 외 28필지,주형 및 금형 제조업,주형 및 금형
(주)유진,경상남도 밀양시 상남면 상남로 826 외 1필지,모 방적업,방모사 제조
(주)이엔에프,경상남도 밀양시 하남읍 양명길 62-24 외 2필지,금속류 해체 및 선별업 외 3 종,재생골재
(주)정우개발,경상남도 밀양시 부북면 사포공단1길 25-22 (총 4 필지) 외 3필지,비금속류 해체 및 선별업 외 1 종,재생골재
(주)제이텍(지점),경상남도 밀양시 부북면 사포산단중앙로 80 외 1필지,주방용 전기기기 제조업,선박용 주방전기기기
(주)찬우,경상남도 밀양시 산외면 화동강길 65 외 11필지,레미콘 제조업,레미콘
(주)찬우아스콘,경상남도 밀양시 산외면 산외강변로 29 (총 2 필지) 외 1필지,아스팔트 콘크리트 및 혼합제품 제조업,"아스콘, 순환아스팔트콘크리트"
(주)창신산업,경상남도 밀양시 삼랑진읍 미율로 394-23 외 3필지,선박 구성 부분품 제조업,금속가공
(주)케이에스이피,경상남도 밀양시 삼랑진읍 미전리 309번지 외 1필지,그 외 자동차용 신품 부품 제조업 외 4 종,실린더용정밀강판
(주)케이에스이피,경상남도 밀양시 부북면 춘화농공단지길 40 외 1필지,유압기기 제조업 외 3 종,"정밀강관, 자동차부품, 기계및중장비부품"
(주)태림,경상남도 밀양시 상남면 상남로 693 (라동) 외 23필지,"1차 유리제품, 유리섬유 및 광학용 유리 제조업 외 4 종","철도차량내장재,상하수도용유리섬유복합관"
(주)태승뷰티산업,경상남도 밀양시 부북면 사포공단1길 7-3 외 3필지,"치약, 비누 및 기타 세제 제조업 외 1 종","화장비누, 샴푸, 린스, 로션, 스킨 등"
(주)플라젠,경상남도 밀양시 하남읍 양동농공단지길 4 외 1필지,플라스틱 필름 제조업 외 1 종,아크릴수지판
(주)하광,경상남도 밀양시 부북면 사포공단1길 42-1 외 2필지,일반 제재업 외 5 종,"천연목재, 디자인형울타리, 합성목재, 식생매트"
(주)한국엔지니어링,경상남도 밀양시 하남읍 파내2길 8-7 외 3필지,내연기관 제조업,선박엔진부품
(주)한국카본,경상남도 밀양시 부북면 춘화로 85 외 9필지,"1차 유리제품, 유리섬유 및 광학용 유리 제조업 외 5 종","탄소섬유,유리섬유"
(주)한국카본2공장,경상남도 밀양시 상남면 연금리 383번지 외 2필지,그 외 기타 분류 안된 비금속 광물제품 제조업 외 1 종,탄소섬유및기타탄소제품제조업
(주)한국화이바,경상남도 밀양시 부북면 춘화로 85 (총 10 필지) 외 9필지,"1차 유리제품, 유리섬유 및 광학용 유리 제조업",유리섬유
(주)한국화이바 제2공장,경상남도 밀양시 상남면 상남로 693 (라동) 외 20필지,항공기용 부품 제조업 외 4 종,"항공기부품, 무기과련 부품, 선박구성부분품"
(주)한진전력,경상남도 밀양시 부북면 춘화로 154 외 1필지,배전반 및 전기 자동제어반 제조업 외 4 종,"전기배전반,교통신호제어기"
(주)해천강건,경상남도 밀양시 삼랑진읍 사기점길 35 외 5필지,육상 금속 골조 구조재 제조업 외 2 종,"철구조물, 산업기계, 판넬"
(주)형제목공기계 밀양지점,경상남도 밀양시 무안면 판정로 124 외 4필지,육상 금속 골조 구조재 제조업,태양광 구조물
(주)화영제2공장,경상남도 밀양시 무안면 무안로 442 외 1필지,선박 구성 부분품 제조업 외 5 종,선박구성분품등
건식무역(주),경상남도 밀양시 무안면 사명대사생가로 115 외 6필지,김치류 제조업 외 1 종,김치
경남공영(주),경상남도 밀양시 삼랑진읍 삼랑진로 465-33 외 3필지,철강선 제조업,스테인레스와이어
광성(주),경상남도 밀양시 초동면 초동농공단지길 55-26 외 2필지,도장 및 기타 피막처리업 외 2 종,금속표면처리 및 도장
그린이엔지,경상남도 밀양시 상남면 외평로 427 외 2필지,"산업용 오븐, 노 및 노용 버너 제조업",소각로 및 대기오염방지시설
남지철망산업,경상남도 밀양시 부북면 무연길 82 외 1필지,금속선 가공제품 제조업,개비온철망
농업회사법인 레드애플팜(주),경상남도 밀양시 산내면 하양지길 25-40 외 2필지,기타 과실ㆍ채소 가공 및 저장 처리업,사과주스
농업회사법인 리치푸드시스템 주식회사,경상남도 밀양시 삼랑진읍 검세길 170 외 1필지,천연 및 혼합조제 조미료 제조업,소스류
농업회사법인미르맛나향(주),경상남도 밀양시 무안면 사명로 726-11 외 3필지,기타 과실ㆍ채소 가공 및 저장 처리업,"캡사이신, 고추 다진양념"
대도기공(주),경상남도 밀양시 삼랑진읍 사기점길 9-1 외 6필지,그 외 기타 일반목적용 기계 제조업 외 1 종,"배합기, 믹서기 등 사료기계"
대도산업,경상남도 밀양시 삼랑진읍 사기점길 9 외 2필지,"고무, 화학섬유 및 플라스틱 성형기 제조업",산업기계
대림목재산업(주),경상남도 밀양시 산외면 산외로 371-11 외 2필지,일반 제재업,"각재, 판재"
대성에이엔씨(A&C),경상남도 밀양시 부북면 사포로 65-2 외 6필지,아스팔트 콘크리트 및 혼합제품 제조업,아스콘
대신한천,경상남도 밀양시 산외면 산외로 595-3 (총 2 필지) 외 1필지,수산식물 가공 및 저장 처리업,한천
대영기계공업(주),경상남도 밀양시 삼랑진읍 미율로 71 (총 3 필지) 외 2필지,자동차 엔진용 신품 부품 제조업 외 4 종,"에어컨밸브,가바나 레바"
대하자연식품,경상남도 밀양시 하남읍 백산2길 38 (총 2 필지) 외 1필지,"면류, 마카로니 및 유사식품 제조업 외 1 종","국수,냉면"
동밀양농협 가공사업소,경상남도 밀양시 단장면 표충로 89-62 외 3필지,기타 비알코올 음료 제조업 외 1 종,대추캔
동아바이오헬스(주),경상남도 밀양시 초동면 범평리 501번지 외 10필지,건강기능식품 제조업 외 1 종,드링크
동아포장(주),경상남도 밀양시 범북1길 2 (교동) (총 3 필지) 외 2필지,골판지 제조업 외 1 종,골판지상자
동은단조(주),경상남도 밀양시 부북면 사포산단1길 90-27 외 1필지,그 외 자동차용 신품 부품 제조업 외 3 종,"자동차부품, 단조품"
동창단조(주),경상남도 밀양시 부북면 사포산단1길 90-17 외 2필지,금속 단조제품 제조업,"중장비부품(슈,링크)"
두성영농조합법인,경상남도 밀양시 하남읍 백산신촌2길 56 외 3필지,기타 과실ㆍ채소 가공 및 저장 처리업,"가공된 양배추, 무, 단배추"
만고산업(주),경상남도 밀양시 초동면 초동농공단지길 23-6 외 1필지,부직포 및 펠트 제조업,부직포
명진산업(주),경상남도 밀양시 삼랑진읍 미전2안길 9 외 16필지,육상 금속 골조 구조재 제조업 외 1 종,"건설자재, H빔"
무안농협퇴비제조장,경상남도 밀양시 무안면 신연로 598 외 4필지,복합비료 및 기타 화학비료 제조업 외 1 종,부산물비료(퇴비)
무안떡집(오병이어),경상남도 밀양시 무안면 사명대사생가로 71 (총 3 필지) 외 2필지,식용 정제유 및 가공유 제조업 외 1 종,참기름.떡
민영흑마늘,경상남도 밀양시 산외면 엄광3길 4 외 2필지,기타 과실ㆍ채소 가공 및 저장 처리업,"흑마늘, 흑마늘엑기스"
밀양산업,경상남도 밀양시 하남읍 성만남전로 366-25 외 2필지,비 및 솔 제조업,청소도구
밀양축산업협동조합섬유질사료공장,경상남도 밀양시 상남면 상남로 940-15 외 5필지,배합 사료 제조업 외 1 종,동물용 섬유질 사료
부경산업사,경상남도 밀양시 상남면 세천4길 34-4 외 1필지,"콘크리트 타일, 기와, 벽돌 및 블록 제조업",벽돌
북성공업(주),경상남도 밀양시 상남면 상남로 391-20 외 4필지,농업 및 임업용 기계 제조업 외 1 종,"동력예취기,자동탈곡기,발전기"
삼건세기(주),경상남도 밀양시 삼랑진읍 미율로 405 외 1필지,액체 여과기 제조업 외 10 종,"플랜트 산업 강재, 철의장, 조선기자재, 코팅강관"
삼양요업사,경상남도 밀양시 부북면 퇴로로 298 외 1필지,정형 내화 요업제품 제조업 외 1 종,내화벽돌등
삼영중공업(주),경상남도 밀양시 청도면 청도로 133 외 2필지,선박 구성 부분품 제조업 외 8 종,실린더라이너
삼진산업(주),경상남도 밀양시 삼랑진읍 상삼로 526-1 외 2필지,계면활성제 제조업,섬유용계면활성제
삼흥열처리,경상남도 밀양시 부북면 사포산단중앙로 92 (총 2 필지) 외 1필지,금속 열처리업,자동자부품 및 단조품 열처리
상화정공주식회사,경상남도 밀양시 상남면 무량원길 8-3 외 1필지,금속 절삭기계 제조업 외 3 종,기어가공기
샘소슬(주),경상남도 밀양시 삼랑진읍 행곡1길 15-94 (총 2 필지) 외 1필지,생수 생산업,천연생수생산
선봉기업,경상남도 밀양시 상남면 밀양대로 726 외 1필지,육상 금속 골조 구조재 제조업 외 1 종,철구조물
세정건업주식회사,경상남도 밀양시 상동면 상동로 130 외 2필지,비금속류 해체 및 선별업 외 2 종,"석분,쇄석,레미콘"
씨엔리(주)밀양공장,경상남도 밀양시 초동면 초동농공단지길 55-29 외 1필지,항공기용 부품 제조업,항공기부품
에스지이엔티,경상남도 밀양시 초동면 신연로 519 (총 3 필지) 외 2필지,표면 가공 목재 및 특정 목적용 제재목 제조업,폐목재 재활용펄프 및 톱밥
에코랜드,경상남도 밀양시 삼랑진읍 단장로 29 외 2필지,놀이터용 장비 제조업 외 9 종,공원체육시설
엔피씨,경상남도 밀양시 초동면 초동농공단지길 39-33 (총 2 필지) 외 1필지,그 외 기타 플라스틱 제품 제조업,"플라스틱상자,츨라스틱파렛트"
영우산업(주),경상남도 밀양시 상남면 외평로 458 외 1필지,직물포대 제조업,자동차용 컴프레셔
영천영농조합법인,경상남도 밀양시 삼랑진읍 삼랑진로 465-10 외 4필지,기타 과실ㆍ채소 가공 및 저장 처리업,샐러드
오륙공사,경상남도 밀양시 삼랑진읍 미율로 144-5 외 2필지,그 외 자동차용 신품 부품 제조업,"도어몰딩,웨더스트립"
오유세라믹스,경상남도 밀양시 초동면 초동농공단지길 55-17 외 1필지,타일 및 유사 비내화 요업제품 제조업,자기질 특수타일
우미세라믹스,경상남도 밀양시 삼랑진읍 용전1길 12 외 11필지,타일 및 유사 비내화 요업제품 제조업,특수타일
우성포마(주),경상남도 밀양시 부북면 사포산단중앙로 81 외 1필지,그 외 자동차용 신품 부품 제조업 외 4 종,"자동차부품(샤프트, 볼트, 너트 등)"
위너스,"경상남도 밀양시 산내면 임고정2길 24, (구지번 1339-1) 외 1필지",주방용 및 음식점용 목재가구 제조업 외 1 종,"주방가구, 일반가구"
유림산업,경상남도 밀양시 부북면 위양로 380 외 1필지,부직포 및 펠트 제조업,"농업용부직포, 농업용다겹보온커튼"
유원철망공업사,경상남도 밀양시 부북면 사포로 502 외 1필지,금속선 가공제품 제조업 외 1 종,"철망,돌망태, 메쉬형 울타리"
유진방직공업,경상남도 밀양시 상남면 상남로 832 외 2필지,모 방적업,방모사
장마을,경상남도 밀양시 초동면 신호4길 31 (총 2 필지) 외 1필지,장류 제조업 외 1 종,전통집장
정화금속공업(주),경상남도 밀양시 초동면 초동농공단지길 39-68 외 1필지,모터사이클 제조업 외 1 종,버텀케이스
제성내장(주),경상남도 밀양시 하남읍 파내길 35 외 3필지,부직포 및 펠트 제조업,"팰트,부직포"
제일농원,경상남도 밀양시 청도면 인산4길 9-14 (총 2 필지) 외 1필지,전분제품 및 당류 제조업 외 2 종,"간장,된장,뽁음소금,고추장,물엿"
제일비료,경상남도 밀양시 상남면 조음로 30-105 외 7필지,복합비료 및 기타 화학비료 제조업 외 1 종,부산물비료 퇴비
주식회사 가가테크,경상남도 밀양시 초동면 초동로 68 외 1필지,기타 구조용 금속제품 제조업,"컨테이너, 주립식 조택"
주식회사 김선애오병이어,경상남도 밀양시 무안면 사명대사생가로 70 외 1필지,기타 곡물 가공품 제조업,누룽지
주식회사 디아크,경상남도 밀양시 산내면 산내로 670-21 (총 6 필지) 외 5필지,자동차용 신품 동력전달장치 제조업 외 1 종,자동차 실내 카페트
주식회사 범호,경상남도 밀양시 삼랑진읍 단장로 29 외 2필지,놀이터용 장비 제조업 외 9 종,"퍼걸러, 차양"
주식회사 삼덕피앤씨,경상남도 밀양시 삼랑진읍 미율로 413 외 13필지,육상 금속 골조 구조재 제조업 외 10 종,"담수공급장치(UNIT),상수도 배관, 전동기 및 발전기, 기타자동차부품"
주식회사 아이스푸드,경상남도 밀양시 삼랑진읍 미전리 1083번지 외 2필지,얼음 제조업 외 1 종,먹는 얼음
주식회사 엠에스씨,경상남도 밀양시 산내면 봉의2안길 84-8 외 6필지,과자류 및 코코아 제품 제조업,"양갱, 젤리"
주식회사 유아,경상남도 밀양시 삼랑진읍 용전3길 2 외 2필지,육상 금속 골조 구조재 제조업 외 1 종,"건설용 철골, 산업용 플랜트"
주식회사 유아,경상남도 밀양시 삼랑진읍 용전리 990-2번지 외 3필지,육상 금속 골조 구조재 제조업,H빔
주식회사 지엘바이오,경상남도 밀양시 하남읍 대평4길 39-10 외 4필지,유기질 비료 및 상토 제조업 외 1 종,"미생물비료, 탈취제"
진양테크(주),경상남도 밀양시 삼랑진읍 미율로 380 외 2필지,철도차량 부품 및 관련 장치물 제조업 외 1 종,철도차량부품(Roof Ass'y)
천마,경상남도 밀양시 부북면 사포로 418 외 1필지,스타킹 및 기타 양말 제조업,양말
청림목공,경상남도 밀양시 산내면 산내로 794 외 1필지,기타 목재가구 제조업,야외테이블
청하농산,경상남도 밀양시 무안면 무안로 330 (총 2 필지) 외 1필지,복합비료 및 기타 화학비료 제조업 외 1 종,퇴비
축산퇴비,경상남도 밀양시 무안면 무안로 330 외 1필지,복합비료 및 기타 화학비료 제조업 외 1 종,퇴비
콜크하이텍,경상남도 밀양시 상남면 밀양대로 1497 (총 2 필지) 외 1필지,코르크 및 조물제품 제조업,코르크벽지
태산,경상남도 밀양시 삼랑진읍 단장로 55 외 1필지,그 외 기타 가구 제조업,욕실용 가구
태양정밀,경상남도 밀양시 산외면 율전길 87-5 (총 4 필지) 외 3필지,단추 및 유사 파스너 제조업,파스너
태영산업 주식회사 ,경상남도 밀양시 삼랑진읍 미율로 329-9 외 3필지,"라이터, 연소물 및 흡연용품 제조업",담배 필터
태영산업(주),경상남도 밀양시 삼랑진읍 미율로 321 외 9필지,"라이터, 연소물 및 흡연용품 제조업",담배필터
필세라믹,경상남도 밀양시 하남읍 파내2길 8-11 외 2필지,"점토 벽돌, 블록 및 유사 비내화 요업제품 제조업",세라믹볼
한맥(주),경상남도 밀양시 초동면 범평로 103 (총 5 필지) 외 4필지,비금속류 해체 및 선별업 외 1 종,"재생자갈,모래"
한성텍스타일(주),경상남도 밀양시 부북면 사포공단1길 8 (총 3 필지) 외 2필지,모 방적업,방모사
한일프라스틱,경상남도 밀양시 삼랑진읍 우곡1길 89 외 2필지,기타 건축용 플라스틱 조립제품 제조업,플라스틱 창호
혹스인더스트리 주식회사,경상남도 밀양시 삼랑진읍 단장로 61 외 1필지,기타 플라스틱 발포 성형제품 제조업,고밀도 우레탄 블럭
화 세라믹스,경상남도 밀양시 상남면 이연1길 23-26 외 1필지,그 외 기타 전자부품 제조업 외 1 종,반도체 장비부품
힉스,경상남도 밀양시 초동면 신연로 246-1 외 2필지,배전반 및 전기 자동제어반 제조업,컨트롤판넬
(유)리앤리테크,경상남도 창원시 성산구 반월로 16 (신촌동) 외 2필지,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품
(유)삼송 창원공장,경상남도 창원시 성산구 정동로62번길 30 (성주동) (총 2 필지) 외 1필지,그 외 자동차용 신품 부품 제조업 외 3 종,자동차용 안전밸브
(주) 제이에이치테크,경상남도 창원시 마산회원구 봉암공단5길 12 (봉암동) 외 1필지,그 외 자동차용 신품 부품 제조업 외 3 종,"자동차부품, 유압부품"
(주)DH케미칼,"경상남도 창원시 성산구 성주로137번길 3 (남산동, 동호물산(주)) 외 1필지",윤활유 및 그리스 제조업 외 3 종,윤활유(금속가공유)
(주)MH에탄올,경상남도 창원시 마산회원구 내서읍 광려천남로 25 (엠에이치에탄올) 외 3필지,주정 제조업 외 2 종,"주정 탄산가스, 건조주정막(건조사료)"
(주)VOLK,경상남도 창원시 성산구 곰절길28번길 2 (성주동) 외 1필지,반도체 제조용 기계 제조업 외 1 종,"정밀가공품, SMT용 헤드 및 컨베이어"
(주)가도정밀,경상남도 창원시 의창구 북면 월백리 10-2번지 외 1필지,주형 및 금형 제조업,자동차부품 금형
(주)경신,경상남도 창원시 마산합포구 진북면 연동로 119 (총 4 필지) 외 3필지,레미콘 제조업,레미콘
(주)경신 2공장,경상남도 창원시 마산합포구 진북면 연동로 154 외 1필지,비금속광물 분쇄물 생산업,"골재, 모래"
(주)고구려,경상남도 창원시 마산합포구 진동면 태봉1길 215-1 외 1필지,선박 구성 부분품 제조업,선박부품
(주)고려기업,"경상남도 창원시 성산구 반월로 37 (신촌동, (주)고려기업) 외 1필지",금속선 가공제품 제조업,WIRE ROPE SUNG
(주)고려이노테크,경상남도 창원시 마산합포구 진전면 팔의사로 495 (진전면) 외 1필지,스크린 인쇄업 외 1 종,휴대폰밧데리부품
(주)극동시스템,경상남도 창원시 마산회원구 내서읍 광려천북로 34 외 3필지,배전반 및 전기 자동제어반 제조업,"배전반,전기자동제어반"
(주)금강인슐텍,경상남도 창원시 마산합포구 진북면 농공단지로 52 (금강인슐텍) 외 1필지,암면 및 유사제품 제조업 외 1 종,MINERAL WOOL 가공품(판상 및 원통 단면 방습재 부착)
(주)금아스틸,경상남도 창원시 성산구 웅남로795번길 14 (남산동) (총 3 필지) 외 2필지,그 외 기타 1차 철강 제조업,철판
(주)금영 제2공장,경상남도 창원시 마산합포구 진북면 대티리 569번지 외 8필지,그 외 기타 금속가공업 외 2 종,"창문, 창틀"
(주)나눔푸드,"경상남도 창원시 의창구 동읍 신방로39번길 57, 외 2필지",그 외 기타 식료품 제조업,"젓갈, 반찬류"
(주)남부테크,경상남도 창원시 의창구 북면 무동리 38번지 외 5필지,금속 절삭기계 제조업,공작기계
(주)대덕,경상남도 창원시 마산회원구 내서읍 함마대로 2536-10 (공장) 외 2필지,건설 및 채광용 기계장비 제조업 외 1 종,선박용부품
(주)대도화성,"경상남도 창원시 마산회원구 봉암공단4길 96 (봉암동, 주택) 외 1필지","플라스틱 포대, 봉투 및 유사제품 제조업",비닐봉투 외
(주)대림에스엔피 3공장,경상남도 창원시 마산합포구 진북면 진북산업로 493-39 외 5필지,선박 구성 부분품 제조업,선박용 강구조물
(주)대성파인텍,경상남도 창원시 의창구 대산면 주남로400번길 37 (총 2 필지) 외 1필지,"산업용 오븐, 노 및 노용 버너 제조업 외 3 종","태양열온수기,심야전기보일러, 태양광발전장치(접속반, 구조물)"
(주)대성파인텍,경상남도 창원시 진해구 남영로527번길 16 (남양동) 외 1필지,그 외 자동차용 신품 부품 제조업 외 3 종,자동차도어락
(주)대영식품 어업회사법인,경상남도 창원시 마산합포구 진동면 신기리 432-1 외 2필지,수산동물 건조 및 염장품 제조업 외 1 종,"다시팩, 쥐포채, 파래김자반"
(주)대원정공,"경상남도 창원시 성산구 공단로 228-36 (웅남동, 세양쇼트기계) (총 2 필지) 외 1필지",그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,특수차량부품
(주)대진중공업,"경상남도 창원시 마산합포구 진북면 진북신촌로 63, (주)대진중공업 (총 2 필지) 외 1필지",구조용 금속 판제품 및 공작물 제조업,해양플랜트 구조구성품
(주)대풍산업,경상남도 창원시 마산합포구 진북면 연동로 148 (총 3 필지) 외 2필지,"점토 벽돌, 블록 및 유사 비내화 요업제품 제조업 외 1 종","벽돌, 블럭, 외 토목자재"
(주)대풍산업,경상남도 창원시 마산합포구 진북면 연동로 119 (총 10 필지) 외 9필지,아스팔트 콘크리트 및 혼합제품 제조업,"아스팔트물질, 아스콘 제조"
(주)델릭스,"경상남도 창원시 마산합포구 진북면 진북신촌로 176, (신촌리 9-2) 외 1필지",절삭가공 및 유사처리업,굴삭기 부품 등
(주)동구기업,"경상남도 창원시 성산구 정동로62번길 60 (성주동, (주)동구기업) 외 1필지",주형 및 금형 제조업,프레스금형
(주)동국알앤에스,경상남도 창원시 마산합포구 진전면 미더덕로 102 (동국R&S) (총 9 필지) 외 8필지,정형 내화 요업제품 제조업 외 1 종,내화벽돌
(주)동방선기,"경상남도 창원시 진해구 명제로 77 (죽곡동, (주)웅천의장) (총 3 필지) 외 2필지",선박 구성 부분품 제조업 외 1 종,선박구성 부분품
(주)동아,"경상남도 창원시 성산구 남면로113번길 20 (대원동, 동아건설산업(주)) 외 1필지",볼트 및 너트류 제조업 외 5 종,"고장력 볼트 너트,트랙볼트 외"
(주)동양테크윈,경상남도 창원시 마산회원구 내서읍 광려천북로 24 외 2필지,그 외 자동차용 신품 부품 제조업 외 3 종,"자동차 차륜 부품,  휠 부품"
(주)동우금속,경상남도 창원시 마산합포구 진북면 금산길 91 (동우금속) 외 1필지,금속 주조 및 기타 야금용 기계 제조업,가이드롤러
(주)동일,경상남도 창원시 진해구 진해대로1114번길 169 (행암동) (총 10 필지) 외 9필지,그 외 기타 금속가공업 외 1 종,"철의장품, 건설기계정비"
(주)동진테크윈,경상남도 창원시 성산구 성산패총로38번길 7 (성산동) (총 2 필지) 외 1필지,기타 가정용 전기기기 제조업,"T/COVER, I/TUB, D/TUB, F/PANNEL, CHASSIS, B/BASE, COVER"
(주)디에이브이메탈,경상남도 창원시 진해구 명제로 61 (죽곡동) 외 2필지,기타 비철금속 주조업,G/L BOKY 외 다종
(주)루텍,"경상남도 창원시 성산구 불모산로10번길 10, 한국전기연구원창업보육센터 (성주동) 외 3필지",속도계 및 적산계기 제조업 외 2 종,디지털파워메터
(주)마린산업,경상남도 창원시 마산합포구 진북면 진북산업로 511 외 2필지,합성수지선 건조업 외 10 종,선박부품
(주)메가테크,"경상남도 창원시 의창구 죽전로82번길 35, 제5아파트형공장 3층 334호 (팔용동) 3층 334호 외 1필지",배전반 및 전기 자동제어반 제조업 외 1 종,"메모리시트용 PCB조리품, RPM 센서, 콘트롤러"
(주)모트롤,경상남도 창원시 성산구 완암로 171 (내동) 외 1필지,유압기기 제조업 외 3 종,"유압기기, 전동지게차,산업기계 외"
(주)무학,"경상남도 창원시 마산회원구 봉암공단2길 6 (봉암동, (주)무학) 외 1필지",기타 증류주 및 합성주 제조업,소주외 26종
