순번,단지명,회사명,대표업종번호,업종번호,업종명,공장대표주소,시군구,설립구분,생산품
5846,서대구일반산업단지,배진석,68112,68112,비주거용 건물 임대업,서대구산업단지관리공단,서구,일반산업단지,부동산 임대
5847,대구출판산업단지,백곰프린텍,18122,18122,제책업,대구성서산업단지관리공단,달서구,일반산업단지,제책
5848,,백광제면,13999,13999,그 외 기타 분류 안된 섬유제품 제조업,대구광역시 동구,동구,일반,이불솜
5849,대구제3일반산업단지,백두샌딩,25929,25929,그 외 기타 금속가공업,대구제3산업단지관리공단,북구,일반산업단지,기계부품
5850,대구제3일반산업단지,백량기업사,30399,30399+30391+30392+30400,그 외 자동차용 신품 부품 제조업 외 3 종,대구제3산업단지관리공단,북구,일반산업단지,핀종류
5851,북구검단지방산업단지,백련건재(주),25112,25112,구조용 금속 판제품 및 공작물 제조업,(사)대구검단산업단지관리공단,북구,일반산업단지,코일절곡제품
5852,성서지방산업단지,백마금속,25921,25921,금속 열처리업,대구성서산업단지관리공단,달서구,일반산업단지,금속가공
5853,성서지방산업단지,백마준비,13104,13104,연사 및 가공사 제조업,대구성서산업단지관리공단,달서구,일반산업단지,임사
5854,,백산무역(주)하빈지점,13229,13229,기타 직물제품 제조업,대구광역시 달성군,달성군,일반,섬유원단
5855,서대구일반산업단지,백산자카드(주),13402,13402,직물+편조원단 및 의복류 염색 가공업,서대구산업단지관리공단,서구,일반산업단지,폴리에스텔
5856,,백산정경,13104,13104,연사 및 가공사 제조업,대구광역시 달성군,달성군,일반,정경
5857,성서지방산업단지,백운정밀,29294,29294,주형 및 금형 제조업,대구성서산업단지관리공단,달서구,일반산업단지,금형
5858,대구옥포농공단지,백의민족,13999,13999,그 외 기타 분류 안된 섬유제품 제조업,대구광역시 달성군,,농공단지,섬유제품 제조업
5859,서대구일반산업단지,백현미 (기숙사),73201,73201+68112,인테리어 디자인업 외 1 종,서대구산업단지관리공단,서구,일반산업단지,인테리어 디자인
5860,성서지방산업단지,백호정밀,29294,29294+30391+30392+30399+30400,주형 및 금형 제조업 외 4 종,대구성서산업단지관리공단,달서구,일반산업단지,금형+자동차부품
5861,,백호테크원,29199,29199+29176,그 외 기타 일반목적용 기계 제조업 외 1 종,대구광역시 중구,중구,일반,정량주입기+자동주입기+그리스 건+램 펌프
5862,성서지방산업단지,버팀목중증장애인보호작업장,27199,27199,그 외 기타 의료용 기기 제조업,대구성서산업단지관리공단,달서구,일반산업단지,3D foot scanner
5863,달성일반산업단지,번성텍스,13213,13213,화학섬유직물 직조업,달성1차산업단지관리공단,달성군,일반산업단지,폴리에스텔
5864,,범양산업(주),13104,13104,연사 및 가공사 제조업,대구광역시 달성군,달성군,일반,연사섬유
5865,대구제3일반산업단지,범양아노텍,25922,25922,도금업,대구제3산업단지관리공단,북구,일반산업단지,자동차 부품 아연도금
5866,북구검단지방산업단지,범우기업,30399,30399+30391+30392+30400,그 외 자동차용 신품 부품 제조업 외 3 종,(사)대구검단산업단지관리공단,북구,일반산업단지,자동차부품(머플러 외 금형)
5867,북구검단지방산업단지,범우전기,28123,28123,배전반 및 전기 자동제어반 제조업,(사)대구검단산업단지관리공단,북구,일반산업단지,수+배전반
5868,,범우테크,25112,25112,구조용 금속 판제품 및 공작물 제조업,대구광역시 달성군,달성군,일반,태양광 구조물 및 각종 구조물
5869,성서지방산업단지,범이개발,23325,23325,콘크리트 관 및 기타 구조용 콘크리트 제품 제조업,대구성서산업단지관리공단,달서구,일반산업단지,콘크리트관및 조립구조재제조
5870,,베니조아,22251,22251+22259,폴리스티렌 발포 성형제품 제조업 외 1 종,대구광역시 달성군,,일반,기능성생활용품(침구류)
5871,성서지방산업단지,베스텍(주),25934,25934+29174,톱 및 호환성 공구 제조업 외 1 종,대구성서산업단지관리공단,달서구,일반산업단지,다이아몬드 공구
5872,서대구일반산업단지,베스트모터스,45120,45120,중고 자동차 판매업,서대구산업단지관리공단,서구,일반산업단지,중고자동차판매
5873,달성2차일반산업단지,베스트식품,10743,10743,장류 제조업,한국산업단지공단 대구지역본부 달성사무소,달성군,일반산업단지,간장 등
5874,대구제3일반산업단지,베스트이시스템,28123,28123,배전반 및 전기 자동제어반 제조업,대구제3산업단지관리공단,북구,일반산업단지,전기수배전반
5875,서대구일반산업단지,베스트정비공장,95211,95211,자동차 종합 수리업,서대구산업단지관리공단,서구,일반산업단지,2급 자동차정비
5876,성서지방산업단지,벤텍스,13409,13409+13402,섬유제품 기타 정리 및 마무리 가공업 외 1 종,대구성서산업단지관리공단,달서구,일반산업단지,Dry-Zone
5877,성서지방산업단지,벽산프로폰,25923,25923,도장 및 기타 피막처리업,대구성서산업단지관리공단,달서구,일반산업단지,알미늄샷시도장
5878,성서지방산업단지,벽진BIO텍,13402,13402,직물+편조원단 및 의복류 염색 가공업,대구성서산업단지관리공단,달서구,일반산업단지,POLONOSIC+메모리
5879,서대구일반산업단지,벽천정밀,25924,25924,절삭가공 및 유사처리업,서대구산업단지관리공단,서구,일반산업단지,지그 부품
5880,대구제3일반산업단지,병산정공,29294,29294,주형 및 금형 제조업,대구제3산업단지관리공단,북구,일반산업단지,금형
5881,,보강산업,29299,29299+13223+22223+25112+25113+25114+25119+25994+25995+25999+29175+29261+33910+33932,그 외 기타 특수목적용 기계 제조업 외 13 종,대구광역시 서구,서구,일반,조립식구조물 등
5882,성서지방산업단지,보강산업,25923,25923,도장 및 기타 피막처리업,대구성서산업단지관리공단,달서구,일반산업단지,함침
5883,서대구일반산업단지,보강정밀,29294,29294,주형 및 금형 제조업,서대구산업단지관리공단,서구,일반산업단지,금형
5884,성서5차첨단산업단지,보강정밀,29294,29294,주형 및 금형 제조업,대구성서산업단지관리공단,달성군,일반산업단지,프레스용금형+자동차부품
5885,대구제3일반산업단지,보건산업,30399,30399+30391+30392+30400,그 외 자동차용 신품 부품 제조업 외 3 종,대구제3산업단지관리공단,북구,일반산업단지,자동차부품(마후라)
5886,서대구일반산업단지,보경섬유,14199,14199+14111+14112+14120+14191+14192,그 외 기타 봉제의복 제조업 외 5 종,서대구산업단지관리공단,서구,일반산업단지,의류
5887,대구제3일반산업단지,보경정밀,68112,68112,비주거용 건물 임대업,대구제3산업단지관리공단,북구,일반산업단지,임대업
5888,대구출판산업단지,보경패키지,17229,17229,기타 종이 상자 및 용기 제조업,대구성서산업단지관리공단,달서구,일반산업단지,종이상자 제작
5889,서대구일반산업단지,보고 자동화,72129,72129,기타 엔지니어링 서비스업,서대구산업단지관리공단,서구,일반산업단지,PLC program
5890,성서지방산업단지,보광,25992,25992,수동식 식품 가공기기 및 금속 주방용기 제조업,대구성서산업단지관리공단,달서구,일반산업단지,라이팬+냄비외
5891,달성일반산업단지,보광금속(주),30310,30310+30320+30400,자동차 엔진용 신품 부품 제조업 외 2 종,달성1차산업단지관리공단,달성군,일반산업단지,엔진카바+자동차문짝
5892,서대구일반산업단지,보광니트,13999,13999,그 외 기타 분류 안된 섬유제품 제조업,서대구산업단지관리공단,서구,일반산업단지,장식용섬유
5893,대구제3일반산업단지,보광열처리(주),25921,25921,금속 열처리업,대구제3산업단지관리공단,북구,일반산업단지,선박엔진부품
5894,대구제3일반산업단지,보광인쇄소,18119,18119+18113,기타 인쇄업 외 1 종,대구제3산업단지관리공단,북구,일반산업단지,인쇄물
5895,성서지방산업단지,보광정밀,25924,25924,절삭가공 및 유사처리업,대구성서산업단지관리공단,달서구,일반산업단지,기게부품+프레스금형
5896,성서지방산업단지,보광테크,27191,27191,절단가공및표면처리강재생산업,대구성서산업단지관리공단,달서구,일반산업단지,기계절단
5897,대구구지농공단지,보국전기공업(주),28111,28111+25119+25932+26111+26112+26121+26129+26292+26294+26410+27192+27211+27212+27213+27214+27215+27216+27219+27309+28112+28113+28114+28119+28121+28122+28123+28302+28303+28909+29111+29131+29132+29142+29169+29221+29291+30201+30202+30203+31322,전동기 및 발전기 제조업 외 39 종,대구광역시 달성군,달성군,농공단지,전동기 및 발전기
5898,대구국가산업단지,보국전기공업(주),28111,28111,전동기 및 발전기 제조업,한국산업단지공단 대구지역본부 달성사무소,달성군,국가산업단지,발전기 및 전동기
5899,달성2차일반산업단지,보국전기공업(주) 제3공장,28111,28111+28119+28121+28122+28123+28902+29111,전동기 및 발전기 제조업 외 6 종,한국산업단지공단 대구지역본부 달성사무소,달성군,일반산업단지,전기회로 개폐+접속장치
5900,,보금냉열,29171,29171,산업용 냉장 및 냉동 장비 제조업,대구광역시 동구,동구,일반,산업용냉장및냉동장비 
5901,달성일반산업단지,보노텍스,13213,13213,화학섬유직물 직조업,달성1차산업단지관리공단,달성군,일반산업단지,폴리에스텔제직
5902,성서지방산업단지,보라원색,18113,18113,오프셋 인쇄업,대구성서산업단지관리공단,달서구,일반산업단지,책자카다록
5903,,보람정밀,25932,25932,일반철물 제조업,대구광역시 서구,서구,일반,도어록용 열쇠
5904,성서지방산업단지,보림,28123,28123,배전반 및 전기 자동제어반 제조업,대구성서산업단지관리공단,달서구,일반산업단지,전기판넬+전기제어
5905,서대구일반산업단지,보림산업,29250,29250,음ㆍ식료품 및 담배 가공기계 제조업,서대구산업단지관리공단,서구,일반산업단지,식품가공기계
5906,,보림산업,29229,29229,기타 가공 공작기계 제조업,대구광역시 달성군,,일반,산업기계
5907,서대구일반산업단지,보림테크,29250,29250,음ㆍ식료품 및 담배 가공기계 제조업,서대구산업단지관리공단,서구,일반산업단지,식품기계
5908,서대구일반산업단지,보명엘엔씨,28422,28422+25113+25114,일반용 전기 조명장치 제조업 외 2 종,서대구산업단지관리공단,서구,일반산업단지,조명기구제작
5909,,보문사인쇄소,18111,18111+18113,경 인쇄업 외 1 종,대구광역시 중구,중구,일반,옵셋인쇄
