회사명,종업원수,생산품,용지면적(제곱미터),제조시설면적(제곱미터),부대시설면적(제곱미터),공장대표주소,도로명주소,업종명,년도,분기,위도,경도
(주)경동기계,,,0,708.87,247.97,경상남도 김해시 진례면 초전리 795-10,경상남도 김해시 진례면 진례로 127,금속 조립구조재 제조업,2015,1,35.23838718,128.7504774
(주)경동기계,,,0,390,247.97,경상남도 김해시 진례면 초전리 795-10,경상남도 김해시 진례면 진례로 127,금속 조립구조재 제조업,2015,1,35.23838718,128.7504774
(주)경동기계,,,1954,381.07,363.58,경상남도 김해시 진례면 초전리 796-3,경상남도 김해시 진례면 진례로 129,"탭, 밸브 및 유사장치 제조업",2015,1,35.2389066,128.7498329
(주)금양아이엠,,,2373,420,594,경상남도 김해시 상동면 우계리 253-9,경상남도 김해시 상동면 상동로 350-1,"석면, 암면 및 유사제품 제조업",2015,1,35.30460178,128.909708
(주)늘푸른,,,4131,1523,30.44,경상남도 김해시 진례면 담안리 1412-3,경상남도 김해시 진례면 고모로324번길 185-3,선박 구성부분품 제조업,2015,1,35.24857709,128.7844536
(주)대길티에프,,,0,615,596,경상남도 김해시 주촌면 내삼리 1259-1,경상남도 김해시 주촌면 서부로1403번길 67-44,그외 기타 자동차 부품 제조업,2015,1,35.22736023,128.8127407
(주)대륭이엔지,,,1274,451.31,85.63,경상남도 김해시 주촌면 내삼리 117-2,경상남도 김해시 주촌면 서부로1541번길 164-23,금속 스프링 제조업,2015,1,35.24205446,128.8096268
(주)대영인더스트리,,,0,490,110,경상남도 김해시 진례면 고모리 990-4,경상남도 김해시 진례면 고모로442번길 71-1,도장 및 기타 피막처리업,2015,1,35.26514338,128.7825398
(주)대흥피에스씨,,,6041,2498.83,1447.45,경상남도 김해시 진례면 고모리 24-1,경상남도 김해시 진례면 고모로 709,그외 기타 자동차 부품 제조업,2015,1,35.28686156,128.776125
(주)도우,,,1650,280,180.8,경상남도 김해시 진영읍 내룡리 143-1,경상남도 김해시 진영읍 서부로38번길 83-16,선박 구성부분품 제조업,2015,1,35.29009451,128.7562578
(주)도우,,,1650,280,0,경상남도 김해시 진영읍 내룡리 143-1,경상남도 김해시 진영읍 서부로38번길 83-16,선박 구성부분품 제조업,2015,1,35.29009451,128.7562578
(주)동명금속,,,1662,190.5,40,경상남도 김해시 한림면 명동리 1177,경상남도 김해시 한림면 김해대로 1102-21,금속 조립구조재 제조업,2015,1,35.29480891,128.8035342
(주)동산전자,,,6725,3523,1598,경상남도 김해시 주촌면 농소리 628-6번지 김해골든루트일반산업단지 N-6,경상남도 김해시 주촌면 골든루트로66번길 83,기타 가정용 전기기기 제조업,2015,1,35.2149486,128.837721
(주)동산전자,,,6725,3523,1598,경상남도 김해시 주촌면 농소리 628-6번지 김해골든루트일반산업단지 N-6,경상남도 김해시 주촌면 골든루트로66번길 83,기타 가정용 전기기기 제조업,2015,1,35.2149486,128.837721
(주)동산전자,,,6725,1826,1269.8,경상남도 김해시 주촌면 농소리 628-6번지 김해골든루트일반산업단지 N-6,경상남도 김해시 주촌면 골든루트로66번길 83,기타 가정용 전기기기 제조업,2015,1,35.2149486,128.837721
(주)라인텍코리아,,,2637,777.66,270.34,경상남도 김해시 상동면 묵방리 485,경상남도 김해시 상동면 묵방로 27,연사 및 가공사 제조업,2015,1,35.29169279,128.9121371
(주)메탈코리아상사,,,1455,299.25,189.6,경상남도 김해시 한림면 퇴래리 872,경상남도 김해시 한림면 김해대로1099번길 75-3,그외 기타 1차 철강 제조업,2015,1,35.30123071,128.8021785
(주)보코트,,,979.5,454.9,305.42,경상남도 김해시 지내동 321-10,경상남도 김해시 삼안로 16 (지내동),그외 기타 자동차 부품 제조업,2015,1,35.23076202,128.918569
(주)비아텍,,,3279,994.95,496.8,경상남도 김해시 생림면 사촌리 232,경상남도 김해시 생림면 나전로 396-71,"탭, 밸브 및 유사장치 제조업",2015,1,35.31884316,128.8740319
(주)삼성그린콘크리트,,,4410,588.75,79.43,경상남도 김해시 상동면 우계리 1073-26,경상남도 김해시 상동면 상동로 98-43 (총 2 필지) (총 2 필지),"콘크리트 타일, 기와, 벽돌 및 블록 제조업",2015,1,35.29561209,128.887343
(주)서우정밀,,,3999,592.7,552.53,경상남도 김해시 주촌면 천곡리 940,경상남도 김해시 주촌면 서부로1638번길 65-16,기타 주변기기 제조업,2015,1,35.23210266,128.8309157
(주)석진이엔티,,,10599,1259,202,경상남도 김해시 진영읍 죽곡리 325-1,경상남도 김해시 진영읍 서부로202번길 51,"탭, 밸브 및 유사장치 제조업",2015,1,35.28213816,128.7662633
(주)석진이엔티,,,4432.6,2900,179,경상남도 김해시 진영읍 죽곡리 20-1,경상남도 김해시 진영읍 서부로179번길 39-38,그외 기타 분류안된 금속가공제품 제조업,2015,1,35.28550137,128.7697932
(주)성우일렉트로닉스,,,0,218.7,145.8,경상남도 김해시 지내동 314-12,경상남도 김해시 분성로727번길 8-23 (지내동),전자접속카드 제조업 외 16 종,2015,1,35.23047834,128.9224814
(주)성원기업,,,0,746.65,0,경상남도 김해시 부곡동 98-2,경상남도 김해시 장유로55번길 30-9,선박 구성부분품 제조업 외 1 종,2015,1,35.217356,128.8002688
(주)성철기계금속,,,965,420,58.21,,경상남도 김해시 장유로307번길 11 (무계동),그외 기타 금속가공업,2015,1,35.19973782,128.8166596
(주)신화엠에스,,,5914,3012.32,1543.41,경상남도 김해시 생림면 나전리 449-7,경상남도 김해시 생림면 인제로 707-61,기타 육류 가공 및 저장처리업,2015,1,35.2849425,128.8840148
(주)에이엠티코리아,,,1112,425.3,395.81,경상남도 김해시 진영읍 의전리 373,경상남도 김해시 서부로396번길 62 -20(진영읍) ,그외 기타 금속가공업,2015,1,35.27070409,128.7501369
(주)엔티스,,,2277,475,84.46,경상남도 김해시 상동면 우계리 110-7,경상남도 김해시 상동면 묵방로120번길 3,기체 여과기 제조업 외 1 종,2015,1,35.29791442,128.9130563
(주)엘리스,,,6705,2490.6,1907,경상남도 김해시 생림면 생철리 208-10,경상남도 김해시 생림면 마사로 20-73,기타 목재가구 제조업,2015,1,35.34548951,128.8554238
(주)영신화공,,,9774,5298.6,955.38,경상남도 김해시 주촌면 원지리 860,경상남도 김해시 주촌면 서부로1637번길 260,산업용 비경화고무제품 제조업 외 1 종,2015,1,35.25521041,128.8259651
(주)영신화공제2공장,,,5317.5,3466.74,1105.55,경상남도 김해시 주촌면 덕암리 779,경상남도 김해시 주촌면 서부로1637번길 386,산업용 비경화고무제품 제조업,2015,1,35.26006753,128.8140183
(주)오룡기계,,,0,297,36,경상남도 김해시 한림면 명동리 468-1,경상남도 김해시 한림면 명동로4번길 41,기타 가공공작기계 제조업 외 1 종,2015,1,35.29784732,128.8147827
(주)윈테크,,,0,467.6,202.4,경상남도 김해시 상동면 감노리 38-17,경상남도 김해시 상동면 동북로913번길 11-15,"증류기,열교환기 및 가스발생기 제조업",2015,1,35.33651499,128.9361449
(주)유니코글로벌,,,4422,1482.55,1147.37,경상남도 김해시 한림면 병동리 852-6,경상남도 김해시 한림면 김해대로916번길 104-38,기어 및 동력전달장치 제조업,2015,1,35.28533584,128.7872607
(주)유성산업,,,0,493.2,594.07,경상남도 김해시 진영읍 설창리 53-2,경상남도 김해시 진영읍 김해대로835번길 13-67,산업용 로봇 제조업,2015,1,35.29859433,128.7763037
(주)재승CWC,,,5438,985.95,1213.23,경상남도 김해시 한림면 용덕리 227,경상남도 김해시 한림면 명동로 87-25,금속 조립구조재 제조업,2015,1,35.30254555,128.8151241
(주)재원비앤씨,,,12365,4664.33,499.96,경상남도 김해시 한림면 명동리 1181-4,경상남도 김해시 한림면 김해대로 1102-77,절삭가공 및 유사처리업,2015,1,35.29345221,128.8037296
(주)진경,,,1894,605.5,413.24,경상남도 김해시 유하동 364-7,경상남도 김해시 유하로 182,도장 및 기타 피막처리업,2015,1,35.21823982,128.8150549
(주)청명에너텍,,,0,283.38,11.5,경상남도 김해시 이동 188-12,경상남도 김해시 칠산로209번길 16-1 (이동),전동기 및 발전기 제조업 외 1 종,2015,1,35.19429188,128.8414074
(주)청해,,,0,1075.33,86.58,경상남도 김해시 지내동 195-4,경상남도 김해시 김해대로2694번길 25,자동차 엔진용 부품 제조업,2015,1,35.2266043,128.9218507
(주)케이에스티플랜트,,,0,165,20,경상남도 김해시 진례면 송현리 1055-27,경상남도 김해시 진례면 고모로180번길 109-21,금속 열처리업,2015,1,35.24055747,128.7791988
(주)키엔스,,,4664,1730.64,205.16,경상남도 김해시 생림면 봉림리 221,경상남도 김해시 생림면 생림대로713번길 7-39,도장 및 기타 피막처리업,2015,1,35.32151242,128.8561181
(주)태원테크,,,12968,3456,2639.21,경상남도 김해시 상동면 우계리 1073-7,경상남도 김해시 상동면 상동로 122-126 (총 2 필지),금속 조립구조재 제조업,2015,1,35.29512315,128.8882145
(주)파우어브레이스,,,3702,779,826.94,경상남도 김해시 진영읍 의전리 75-1,경상남도 김해시 진영읍 서부로 297-11,선박 구성부분품 제조업,2015,1,35.27289149,128.7620982
(주)펌스틸월드,,,1923,554.9,0,경상남도 김해시 한림면 가산리 52-5,경상남도 김해시 한림면 한림로 925,그외 기타 금속가공업,2015,1,35.33349668,128.7584063
(주)한국항공기술,,,0,370,23,경상남도 김해시 지내동 323-1,경상남도 김해시 삼안로8번길 15-12,"항공기,우주선 및 보조장치 제조업 외 1 종",2015,1,35.23049504,128.9200079
(주)한중유화,,,2860,300,269.5,경상남도 김해시 한림면 병동리 1005,경상남도 김해시 한림면 김해대로916번길 24-13,윤활유 및 그리스 제조업 외 1 종,2015,1,35.29195243,128.7838918
(주)해성,,,9185,2044,48,경상남도 김해시 진례면 담안리 1412-10,경상남도 김해시 진례면 고모로324번길 185-4,선박 구성부분품 제조업,2015,1,35.24866958,128.7857121
(주)휴롬,,,11218.7,5887.4,1056.06,경상남도 김해시 주촌면 망덕리 872-12,경상남도 김해시 주촌면 골든루트로 158-19,주방용 전기기기 제조업,2015,1,35.22068052,128.8281032
(주)휴롬,,,16674.8,9387.72,7211.93,경상남도 김해시 주촌면 농소리 627-1 (주)휴롬 1공장,경상남도 김해시 주촌면 골든루트로 80-60,주방용 전기기기 제조업,2015,1,35.21363224,128.8332111
IMPLANOVA,,,0,455.66,107.8,경상남도 김해시 주촌면 농소리 155-1,"경상남도 김해시 주촌면 소망길 88, 사무동 102호 (의생명융합지원센타및정밀기기지원센타)",정형외과용 및 신체보정용 기기 제조업 외 2 종,2015,1,35.21519535,128.8332228
SA eng,,,0,393.3,55.8,경상남도 김해시 진례면 담안리 1245-10,경상남도 김해시 진례면 담안리 1245-10번지,그외 기타 자동차 부품 제조업,2015,1,35.25044059,128.7804758
가야산업,,,2343,420.08,97.04,경상남도 김해시 진례면 고모리 277,경상남도 김해시 진례면 고모로581번길 11,선박 구성부분품 제조업,2015,1,35.27595295,128.7750564
금아(주),,,4910,1200,192,경상남도 김해시 한림면 장방리 1064-9,경상남도 김해시 한림면 한림로515번길 232 (총 2 필지),그외 기타 일반목적용 기계 제조업,2015,1,35.32335773,128.7829758
금오기계,,,0,426.4,36,경상남도 김해시 진례면 고모리 6-2,경상남도 김해시 진례면 고모로 726-14,그외 기타 자동차 부품 제조업,2015,1,35.2872102,128.7778005
금원산업2공장,,,1942,636.3,803.7,경상남도 김해시 주촌면 내삼리 1244-29,경상남도 김해시 주촌면 서부로1499번길 49-87,"플라스틱  적층, 도포 및 기타 표면처리 제품 제조업",2015,1,35.22894151,128.8128403
뉴마린엔지니어링(주),,,4177,1351.63,171.7,경상남도 김해시 진례면 초전리 352,경상남도 김해시 진례면 송현로130번길 16,일반철물 제조업 외 4 종,2015,1,35.24524567,128.7614045
대신열연,,,1661,857.92,520.28,경상남도 김해시 주촌면 망덕리 872-6번지 D-6,경상남도 김해시 주촌면 골든루트로130번길 85,기타 발전기 및 전기변환장치 제조업,2015,1,35.2228726,128.8286824
대영PLA,,,0,178.8,0,경상남도 김해시 주촌면 내삼리 1244-29,경상남도 김해시 주촌면 서부로1499번길 49-87,그외 기타 플라스틱 제품 제조업,2015,1,35.22894151,128.8128403
동광산업,,,2675,724.96,30.6,경상남도 김해시 한림면 병동리 683,경상남도 김해시 한림면 김해대로974번길 130-26,끈 및 로프 제조업,2015,1,35.28258623,128.7883964
두남화학,,,1621.5,538,761.74,경상남도 김해시 어방동 1064-13,경상남도 김해시 김해대로2567번길 45,합성수지 및 기타 플라스틱물질 제조업,2015,1,35.23293612,128.9065933
모든솔라라이트,,,0,84,0,경상남도 김해시 한림면 용덕리 714-14,경상남도 김해시 한림면 용덕로143번길 15,전시 및 광고용 조명장치 제조업,2015,1,35.28923274,128.8300001
문화산업,,,1308,331.2,7,경상남도 김해시 한림면 신천리 195-7,경상남도 김해시 한림면 김해대로1559번길 24,기타 인쇄업,2015,1,35.27721921,128.8427047
백두엔지니어링(주),,,949,216,72,경상남도 김해시 생림면 생철리 224-1,경상남도 김해시 생림면 생림대로950번길 45-10,기타 건축용 플라스틱 조립제품 제조업 외 11 종,2015,1,35.34349274,128.852275
범한모노레일,,,992,345.9,47.5,경상남도 김해시 진례면 고모리 1011-2,경상남도 김해시 진례면 고모로526번길 86-6,그외 기타 달리 분류되지 않은 운송장비 제조업 외 2 종,2015,1,35.26686695,128.7823002
부신정밀,,,1117,336,486.4,경상남도 김해시 주촌면 내삼리 1016-1,경상남도 김해시 주촌면 서부로1541번안길 44-35,주형 및 금형 제조업,2015,1,35.23597376,128.8120511
삼일정공,,,2311,549.04,672.9,경상남도 김해시 생림면 봉림리 962-15,경상남도 김해시 생림면 생림대로939번길 2-25 (총 3 필지) (총 3 필지),그외 기타 자동차 부품 제조업 외 2 종,2015,1,35.34318368,128.8474626
삼현아이엔티주식회사,,,0,330,0,경상남도 김해시 한림면 퇴래리 609-5,경상남도 김해시 한림면 김해대로927번길 89-29,그외 기타 자동차 부품 제조업,2015,1,35.29852255,128.7825507
삼현아이엔티주식회사,,,0,165,0,경상남도 김해시 한림면 퇴래리 609-5,경상남도 김해시 한림면 김해대로927번길 89-29,그외 기타 자동차 부품 제조업,2015,1,35.29852255,128.7825507
서윤플랜트,,,0,1495,130.32,경상남도 김해시 한림면 장방리 803-1,경상남도 김해시 한림면 장방로 266,"증류기,열교환기 및 가스발생기 제조업",2015,1,35.32938828,128.7807675
성도정밀공업(주),,,2448,759,46,경상남도 김해시 진영읍 본산리 608-2,경상남도 김해시 진영읍 한림로 1147,금속 절삭기계 제조업,2015,1,35.32431572,128.7448134
세광스프링,,,2093,908.8,393.2,경상남도 김해시 상동면 우계리 826-15,경상남도 김해시 상동면 상동로 224-57,금속 스프링 제조업,2015,1,35.29983023,128.8962848
세림산업,,,0,710.87,85.25,경상남도 김해시 안동 422-1,경상남도 김해시 김해대로2611번길 41 (안동),플라스틱 발포 성형제품 제조업,2015,1,35.23257562,128.9117146
세명전기,,,764,195,117.6,경상남도 김해시 진례면 고모리 378,경상남도 김해시 진례면 고모로582번길 36,배전반 및 전기자동제어반 제조업,2015,1,35.27537552,128.7797888
수인산업,,,1587,326.7,196.69,경상남도 김해시 진례면 송현리 1055-27,경상남도 김해시 진례면 고모로180번길 109-21,주형 및 금형 제조업,2015,1,35.24055747,128.7791988
신우중공업주식회사,,,0,302.5,40,경상남도 김해시 한림면 명동리 1177,경상남도 김해시 한림면 김해대로 1102-21,금속 조립구조재 제조업 외 8 종,2015,1,35.29480891,128.8035342
신진기계,,,0,448,106,경상남도 김해시 진례면 고모리 1027,경상남도 김해시 진례면 고모로526번길 46-1,절삭가공 및 유사처리업,2015,1,35.26781973,128.7797002
아이엔테코(주),,,3365,1162.36,204,경상남도 김해시 한림면 병동리 843-13,경상남도 김해시 한림면 김해대로916번길 78-1,컨베이어장치 제조업,2015,1,35.2871428,128.7870226
엘티테크(주),,,0,330,0,경상남도 김해시 안동 386,경상남도 김해시 분성로 602 (안동),철도차량부품 및 관련장치물 제조업,2015,1,35.23457589,128.9116271
오룡기계,,,0,297,36,경상남도 김해시 한림면 명동리 468-1,경상남도 김해시 한림면 명동로4번길 41,기타 가공공작기계 제조업 외 1 종,2015,1,35.29784732,128.8147827
이더블유에스코리아(주),,,2776.2,756,410.4,경상남도 김해시 주촌면 농소리 625-8,경상남도 김해시 주촌면 농소리 625-8번지,기타 가공공작기계 제조업,2015,1,35.21559708,128.8242383
이루PMC,,,0,165,0,경상남도 김해시 한림면 퇴래리 609-5,경상남도 김해시 한림면 김해대로927번길 89-29,그외 기타 자동차 부품 제조업,2015,1,35.29852255,128.7825507
정도목재,,,3240,496,496,경상남도 김해시 상동면 우계리 253-5,경상남도 김해시 상동면 묵방로 193,기타 건축용 나무제품 제조업,2015,1,35.30414758,128.9100919
정아정밀(주),,,8055,2537.69,1567.3,경상남도 김해시 한림면 신천리 282,경상남도 김해시 한림면 김해대로1559번길 15,그외 기타 자동차 부품 제조업 외 1 종,2015,1,35.27620392,128.8414676
정아정밀(주),,,12331.1,5360.59,2187.03,경상남도 김해시 주촌면 망덕리 877-2,"경상남도 김해시 주촌면 골든루트로129번길 142,  A-2",그외 기타 자동차 부품 제조업,2015,1,35.22242646,128.8217095
정우테크,,,2846,396.24,136,경상남도 김해시 생림면 나전리 320-2,경상남도 김해시 생림면 상동로 30-50 (총 2 필지),수동식 식품 가공기기 및 금속주방용기 제조업,2015,1,35.2944864,128.8810279
주식회사 대원플라텍,,,6599.3,4426,332.16,경상남도 김해시 주촌면 망덕리 872-2,경상남도 김해시 주촌면 골든루트로 186-16,주방용 전기기기 제조업,2015,1,35.22248905,128.8268005
주식회사 티오피에스,,,12641.2,6630.8,2850.25,경상남도 김해시 주촌면 농소리 625-2,"경상남도 김해시 주촌면 골든루트로129번길 19, F-3",금속 절삭기계 제조업 외 2 종,2015,1,35.21648184,128.8260944
주식회사대영기계,,,3374,979.4,586.21,경상남도 김해시 상동면 매리 185-2,경상남도 김해시 상동면 동북로473번길 59,설치용 금속탱크 및 저장용기 제조업,2015,1,35.31150078,128.9638115
주식회사성경산업,,,0,462,200,경상남도 김해시 상동면 우계리 52-4,경상남도 김해시 상동면 상동로 426-1,그외 기타 자동차 부품 제조업,2015,1,35.30598928,128.9163491
주식회사큐피,,,1630,489.24,68.34,경상남도 김해시 한림면 병동리 774-2,경상남도 김해시 한림면 김해대로916번길 122,그외 기타 1차 철강 제조업,2015,1,35.28523556,128.790224
청구산업기계,,,2565,640.5,66,경상남도 김해시 상동면 우계리 601-1,경상남도 김해시 상동면 상동로375번길 160,산업용 송풍기 및 배기장치 제조업 외 12 종,2015,1,35.31645151,128.9033754
캠아트,,,1512,400,343.98,경상남도 김해시 진례면 산본리 44-3,경상남도 김해시 진례면 고모로 87 (총 2 필지),그외 기타 일반목적용 기계 제조업,2015,1,35.23558215,128.7678992
코리아갈바(주),,,3641.1,1222.72,264.9,경상남도 김해시 주촌면 덕암리 822,경상남도 김해시 주촌면 서부로1637번길 337,도금업,2015,1,35.25685602,128.8176997
크리스탈에코(주),,,0,151.62,0,경상남도 김해시 한림면 용덕리 714-14,경상남도 김해시 한림면 용덕로143번길 15,"증류기,열교환기 및 가스발생기 제조업",2015,1,35.28923274,128.8300001
태운,,,1681,450,42,경상남도 김해시 진례면 담안리 1224,경상남도 김해시 진례면 고모로324번길 135-41,플라스틱 발포 성형제품 제조업,2015,1,35.2509426,128.7800984
피앤알,,,1559,367.95,0,경상남도 김해시 생림면 생철리 202,경상남도 김해시 생림면 마사로 36-40,기타 구조용 금속제품 제조업,2015,1,35.34740377,128.853255
한발매스테크(주),,,23793.6,11430.34,3302.18,경상남도 김해시 주촌면 농소리 630-1,경상남도 김해시 주촌면 골든루트로66번길 46,기체 여과기 제조업 외 1 종,2015,1,35.21226054,128.8353666
한창산업,,,926,528,135.86,경상남도 김해시 주촌면 내삼리 724-1,경상남도 김해시 주촌면 내삼리 724번지,금속압형제품 제조업,2015,1,35.23054449,128.8188807
화인테크,,,0,130,0,경상남도 김해시 지내동 196-14,경상남도 김해시 김해대로2694번길 13-29 (지내동),"탭, 밸브 및 유사장치 제조업",2015,1,35.22734251,128.9229046
흥일기업(주)제1공장,,,21394,10692.82,2030.65,경상남도 김해시 안동 386,경상남도 김해시 분성로 602 (안동),기관차 및 기타 철도차량 제조업 외 8 종,2015,1,35.23457589,128.9116271
(주)강림씨에스피,,,15567,6873.45,322.7,경상남도 김해시 주촌면 천곡리 160,경상남도 김해시 주촌면 서부로1637번길 61,강관 제조업,2015,1,35.2425488,128.8308433
(주)건영금속,,,0,430,0,경상남도 김해시 주촌면 내삼리 888,경상남도 김해시 주촌면 서부로1409번길 55,선박 구성부분품 제조업,2015,1,35.22764592,128.8168357
(주)대신에이엔씨,,,3178.7,1981.14,329.22,경상남도 김해시 진영읍 본산리 303-8,경상남도 김해시 진영읍 본산로212번길 10,그외 기타 자동차 부품 제조업 외 1 종,2015,1,35.31481103,128.747921
(주)대주씨에스,,,4860.8,2099.53,776.94,경상남도 김해시 진영읍 본산리 316-14,경상남도 김해시 진영읍 본산2로 51,그외 기타 분류안된 화학제품 제조업,2015,1,35.31186495,128.7516294
(주)더위네이브,,,0,545.28,96,경상남도 김해시 한림면 가동리 484-6,경상남도 김해시 한림면 장방로 207,오락 및 스포츠용 보트 건조업 외 2 종,2015,1,35.32652932,128.7755076
(주)동진캐스팅,,,1448,623.27,37.93,경상남도 김해시 부곡동 219-2,경상남도 김해시 장유로115번길 50-17 (부곡동),"동 제련, 정련 및 합금 제조업",2015,1,35.21484632,128.8051685
(주)디에이치에이치아이,,,10126.2,3064.14,440.7,경상남도 김해시 주촌면 농소리 622-8,경상남도 김해시 주촌면 골든루트로 104,컨베이어장치 제조업 외 2 종,2015,1,35.2161181,128.8289408
(주)리안푸드,,,4247,2126.54,909,경상남도 김해시 진례면 담안리 382-1,경상남도 김해시 진례면 고모로442번길 26-108,떡류 제조업 외 1 종,2015,1,35.25930654,128.7815752
(주)명승골프,,,0,108,22.36,경상남도 김해시 주촌면 내삼리 1193-5,경상남도 김해시 주촌면 서부로1409번길 68,기타 운동 및 경기용구 제조업,2015,1,35.22866294,128.8162738
(주)무공문화,,,4963,1407,352,경상남도 김해시 상동면 매리 644,경상남도 김해시 상동면 동북로473번길 126-144,기타 목재가구 제조업 외 7 종,2015,1,35.30548526,128.9511523
(주)미소담은,,,1284,543.51,515.05,경상남도 김해시 주촌면 양동리 301,경상남도 김해시 주촌면 서부로1293번길 66,기타 육류 가공 및 저장처리업,2015,1,35.22485397,128.8032205
(주)바이저시스템,,,7665,2366,252,경상남도 김해시 생림면 사촌리 99-1,경상남도 김해시 생림면 나전로 356,금속 조립구조재 제조업,2015,1,35.31461664,128.8731545
(주)보원산업,,,13180,7080.32,2647.01,경상남도 김해시 진영읍 본산리 933-1,경상남도 김해시 진영읍 본산로 60-61,그외 기타 자동차 부품 제조업,2015,1,35.31116571,128.7443561
(주)비와이,,,4465,1337.6,562.54,경상남도 김해시 진례면 청천리 850-8,경상남도 김해시 진례면 진례로371번길 55,선박 구성부분품 제조업,2015,1,35.26009508,128.7426143
(주)삼명정밀,,,0,990,611.56,경상남도 김해시 생림면 나전리 1049-1,경상남도 김해시 생림면 생림대로259번길 47,그외 기타 자동차 부품 제조업,2015,1,35.29620181,128.869525
(주)삼영데리카후레쉬,,,7519,2336.87,1864.78,경상남도 김해시 생림면 나전리 87-12,경상남도 김해시 생림면 인제로611번길 7-8,,2015,1,35.28001829,128.8872846
(주)선에너지엘이디,,,0,200,41.58,경상남도 김해시 주촌면 내삼리 888,경상남도 김해시 주촌면 서부로1409번길 55,전구 및 램프 제조업 외 5 종,2015,1,35.22764592,128.8168357
(주)세원이엔티,,,0,272.9,42,경상남도 김해시 생림면 나전리 665,경상남도 김해시 생림면 나전로161번길 80,배전반 및 전기자동제어반 제조업 외 2 종,2015,1,35.30566618,128.8747164
(주)신어산음료,,,5079,675,615,경상남도 김해시 상동면 묵방리 132-2,경상남도 김해시 상동면 장척로462번길 67-21,생수 생산업,2015,1,35.28164493,128.9223752
(주)워터크린시스템,,,0,177,70,경상남도 김해시 지내동 267-15,경상남도 김해시 삼안로52번길 5 (지내동),"탭, 밸브 및 유사장치 제조업 외 1 종",2015,1,35.23406837,128.9182199
(주)이삭테크,,,6471,2586.43,2810.79,경상남도 김해시 한림면 안하리 522-1,경상남도 김해시 한림면 안곡로 546,강화 및 재생 목재 제조업 외 5 종,2015,1,35.30391904,128.8337805
(주)인디,,,1426,352.5,353.32,경상남도 김해시 부곡동 96-17,경상남도 김해시 장유로55번안길 17 (부곡동),승강기 제조업,2015,1,35.21767325,128.8021004
(주)중원플랜트,,,0,390,0,경상남도 김해시 한림면 안하리 329-2,경상남도 김해시 한림면 안하리 329-10번지,금속 조립구조재 제조업,2015,1,35.30823602,128.8284243
(주)지평산업,,,0,330,0,경상남도 김해시 한림면 안하리 329-2,경상남도 김해시 한림면 안하리 329-10번지,그외 기타 금속가공업,2015,1,35.30823602,128.8284243
(주)태산이앤씨,,,1999.9,980.4,556.46,경상남도 김해시 어방동 1062-23,경상남도 김해시 분성로557번길 15 (어방동),도장 및 기타 피막처리업,2015,1,35.23737533,128.9065079
(주)테크플라워,,,1885,400,200,경상남도 김해시 진례면 산본리 1134-6,경상남도 김해시 진례면 고모로 93-4,선박 구성부분품 제조업,2015,1,35.23712266,128.7675922
(주)테크플라워,,,2937,494.4,888,경상남도 김해시 진례면 산본리 1134-6,경상남도 김해시 진례면 고모로 93-4,선박 구성부분품 제조업 외 1 종,2015,1,35.23712266,128.7675922
(주)테크플라워,,,2884,480,668.15,경상남도 김해시 진례면 산본리 1134-6,경상남도 김해시 진례면 고모로 93-4,선박 구성부분품 제조업,2015,1,35.23712266,128.7675922
(주)평진,,,0,1697,328.2,경상남도 김해시 주촌면 농소리 628-6,경상남도 김해시 주촌면 골든루트로66번길 83,내연기관 제조업 외 2 종,2015,1,35.2152105,128.8379789
(주)해성축산,,,935,710.02,0,경상남도 김해시 지내동 267-7,경상남도 김해시 삼안로60번길 14 (지내동),기타 육류 가공 및 저장처리업,2015,1,35.23458217,128.9189995
(주)홍인그린텍,,,0,360,1.8,경상남도 김해시 주촌면 천곡리 706-1,경상남도 김해시 주촌면 서부로 1644-65,음·식료품 및 담배 가공기계 제조업,2015,1,35.23386966,128.8327675
BS웰딩,,,0,301.6,28.8,경상남도 김해시 상동면 우계리 842,경상남도 김해시 상동면 상동로 263-32,그외 기타 전기장비 제조업,2015,1,35.30347471,128.898158
MedPark,,,0,9,61.6,경상남도 김해시 어방동 607 인제대학교,"경상남도 김해시 인제로 197, F동1006호 (어방동)",의료용품 및 기타 의약관련제품 제조업,2015,1,35.24857854,128.9037365
금강공업,,,401,278,0,경상남도 김해시 주촌면 내삼리 871-7,경상남도 김해시 주촌면 서부로1403번길 8-25,금속압형제품 제조업,2015,1,35.22580736,128.816865
금테크,,,728,728.98,298.62,경상남도 김해시 안동 539-37,경상남도 김해시 김해대로2596번길 11-76 (안동),절삭가공 및 유사처리업,2015,1,35.2275228,128.9147396
나노이엔지주식회사,,,0,497.78,16.53,경상남도 김해시 한림면 병동리 843-13,경상남도 김해시 한림면 김해대로916번길 78-1,컨베이어장치 제조업,2015,1,35.2871428,128.7870226
나우테크,,,0,1983.47,152.61,경상남도 김해시 한림면 안곡리 675-1,경상남도 김해시 한림면 안곡로333번길 19-17,선박 구성부분품 제조업,2015,1,35.28906717,128.8447767
도경엔지니어링,,,1046,300,183,경상남도 김해시 한림면 퇴래리 924,경상남도 김해시 한림면 김해대로1031번길 102,그외 기타 일반목적용 기계 제조업,2015,1,35.30181166,128.7970916
