회사명,종업원수,생산품,용지면적(제곱미터),제조시설면적(제곱미터),부대시설면적(제곱미터),공장대표주소,도로명주소,업종명,년도,분기,위도,경도
유림코리아,10,비누,,703.2,890,경상남도 김해시 진영읍 본산리 314-6,경상남도 김해시 진영읍 본산2로 115,"치약, 비누 및 기타 세제 제조업",2017,4,35.312829,128.7572404
유닉스스틸,17,기계부품,,720.72,280.22,경상남도 김해시 안동 541-2,경상남도 김해시 김해대로2636번길 25-12,절삭가공 및 유사처리업,2017,4,35.22642453,128.9158426
유림기계,11,산업용자동화기계,,442.67,202.95,경상남도 김해시 어방동 1062-1,경상남도 김해시 분성로541번길 28-4,기타 가공 공작기계 제조업,2017,4,35.23803964,128.9052967
유림정밀,5,금형제품,,320,97.35,경상남도 김해시 한림면 신천리 30-4,경상남도 김해시 한림면 용덕로 82-21,주형 및 금형 제조업,2017,4,35.28550153,128.8347746
유니테크,8,전자부품 금형기계,,1262.48,300.88,,"경상남도 김해시 진례면 테크노밸리1로 44, 유니테크",주형 및 금형 제조업,2017,4,35.2636227,128.7730727
유림,5,자도차부품,,448.5,66.12,경상남도 김해시 진영읍 죽곡리 5-3,경상남도 김해시 진영읍 서부로123번길 30-29,그 외 자동차용 신품 부품 제조업 외 3 종,2017,4,35.28784381,128.7700675
유림원웨이,3,특수목적기계,,318,46.68,경상남도 김해시 한림면 안곡리 64-2,경상남도 김해시 한림면 안곡로492번길 23-7,그 외 기타 특수목적용 기계 제조업 외 1 종,2017,4,35.30289806,128.8411162
유니크가구,10,기타목재가구,,493.45,693,경상남도 김해시 한림면 신천리 300-4,경상남도 김해시 한림면 김해대로 1558-49,기타 목재가구 제조업,2017,4,35.27299259,128.8414133
유로산업(주),9,hard facing,,302.4,225.12,경상남도 김해시 주촌면 내삼리 941,경상남도 김해시 주촌면 서부로1499번길 46,그 외 기타 금속가공업,2017,4,35.23259805,128.8154912
유림수출포장,5,목재포장용상자,,300,6,경상남도 김해시 진영읍 방동리 158,경상남도 김해시 진영읍 방동리 158번지,"목재 포장용 상자, 드럼 및 유사용기 제조업",2017,4,35.28512952,128.7167332
유림포장공업사,4,골판지,,494,61.75,경상남도 김해시 상동면 매리 128-33,경상남도 김해시 상동면 동북로437번길 83-39,골판지 제조업 외 1 종,2017,4,35.30833884,128.9642385
유성기계공업(주),15,내연기관부품,,1340.82,193.66,경상남도 김해시 진례면 송현리 1065-1,경상남도 김해시 진례면 고모로180번길 112-1,내연기관 제조업,2017,4,35.23884715,128.7785085
유성열처리,4,자동차부품외,,253,112,경상남도 김해시 상동면 대감리 18-4,경상남도 김해시 상동면 상동로685번길 5 (총 2 필지),금속 열처리업,2017,4,35.31472239,128.9418121
유림테크(주),10,선박부품,,1284,11.31,경상남도 김해시 한림면 용덕리 533-2,경상남도 김해시 한림면 용덕로237번길 19-19 (총 5 필지),선박 구성 부분품 제조업,2017,4,35.29704008,128.8275022
유성기계,22,조선기자재,,493.5,140,경상남도 김해시 한림면 안하리 541-2,경상남도 김해시 한림면 안곡로 551,그 외 기타 일반목적용 기계 제조업 외 1 종,2017,4,35.30338688,128.832474
유성산업,10,철도차량부품,,279,0,경상남도 김해시 어방동 1046-5,경상남도 김해시 분성로579번길 57,철도차량 부품 및 관련 장치물 제조업,2017,4,35.24049696,128.9074959
유림테크(주),5,자동화설비및시험기기,,1764,144.51,경상남도 김해시 한림면 용덕리 533-2,경상남도 김해시 한림면 용덕로237번길 19-19 (총 9 필지),선박 구성 부분품 제조업,2017,4,35.29704008,128.8275022
유선산업기술,12,산업용로봇,,639,439.5,경상남도 김해시 진영읍 본산리 312-6,경상남도 김해시 진영읍 본산로 282,산업용 로봇 제조업,2017,4,35.31537557,128.7561976
유성산업,2,보온제 이형제 분리제외,,232.2,291.26,,경상남도 김해시 한림면 명동리 817-1번지,정형 내화 요업제품 제조업 외 1 종,2017,4,35.28170743,128.8175297
유림테크,4,탭.밸브,,220.96,36.52,경상남도 김해시 부곡동 259,경상남도 김해시 장유로55번길 28-34,"탭, 밸브 및 유사장치 제조업 외 7 종",2017,4,35.21571236,128.8002988
유빈테크,5,금형제작및설계,,595.94,173.76,경상남도 김해시 진영읍 하계리 205,경상남도 김해시 진영읍 하계로 214,주형 및 금형 제조업,2017,4,35.28562479,128.7268234
유성기공,17,철판절단가공,,2416.82,257.15,,경상남도 김해시 한림면 명동리 1167-23번지 외 1필지,절삭가공 및 유사처리업,2017,4,35.29388822,128.8042626
유성직물,8,담요,,480,379,,"경상남도 김해시 한림면 안하로 62,  외1",침구 및 관련제품 제조업,2017,4,35.3054314,128.8250807
유성포장공업사,9,골판지상자,,1350.6,147,,"경상남도 김해시 주촌면 서부로1499번길 49-77,  외6",골판지 제조업 외 1 종,2017,4,35.2299796,128.8128282
유신산업(주),20,에어타정기,,843.46,6.6,경상남도 김해시 주촌면 내삼리 1045,경상남도 김해시 주촌면 서부로1541번안길 70 (총 4 필지),동력식 수지공구 제조업,2017,4,35.23528899,128.8100277
유성정밀,3,금형,,524.58,123.53,경상남도 김해시 지내동 196-19,경상남도 김해시 김해대로2694번길 9,주형 및 금형 제조업,2017,4,35.22789546,128.9215009
유성테크,5,강관,,247,81.9,경상남도 김해시 한림면 퇴래리 73-1,경상남도 김해시 한림면 김해대로927번길 269,강관 제조업 외 1 종,2017,4,35.30582068,128.795606
유신산업,11,"스티로폴,타정기",,966.71,355.1,경상남도 김해시 주촌면 내삼리 1045,경상남도 김해시 주촌면 서부로1541번안길 70 (총 4 필지),운송장비 조립용 플라스틱제품 제조업 외 1 종,2017,4,35.23528899,128.8100277
유성전열,15,전열히타,,380.16,203.6,,경상남도 김해시 안동 0번지 6B 24-8L,기타 가정용 전기기기 제조업,2017,4,35.23553496,128.9139776
유성테크,32,자동차부품,,525,60.45,경상남도 김해시 지내동 196-19,경상남도 김해시 김해대로2694번길 9,자동차용 신품 동력전달장치 제조업 외 1 종,2017,4,35.22789546,128.9215009
유신사,3,산업용박킹,,165,0,경상남도 김해시 이동 187-8,경상남도 김해시 칠산로209번길 16-22,그 외 기타 고무제품 제조업 외 2 종,2017,4,35.19468568,128.8422897
유성우레탄,10,플라스틱제품,,854.92,1007.68,경상남도 김해시 한림면 병동리 583,경상남도 김해시 한림면 김해대로916번길 154-45,폴리스티렌 발포 성형제품 제조업 외 1 종,2017,4,35.28294424,128.7949763
유성직물공업사,30,직물(임가공),,1299.07,583.35,경상남도 김해시 주촌면 원지리 477-1,경상남도 김해시 주촌면 서부로1701번안길 186,모직물 직조업,2017,4,35.24978257,128.836828
유수화학(주),10,건축용판넬,,476.05,1360.67,경상남도 김해시 생림면 생림리 773,경상남도 김해시 생림면 장재로 299 (총 2 필지),폴리스티렌 발포 성형제품 제조업 외 1 종,2017,4,35.32501503,128.8252393
유영산업사,27,부직포,,734.75,255.66,,경상남도 김해시 주촌면 서부로 1749,부직포 및 펠트 제조업,2017,4,35.23758727,128.841587
유원산업,9,목재제품(싱크대문),,750,367.34,경상남도 김해시 어방동 1068-2,경상남도 김해시 김해대로2567번길 52 (총 2 필지),주방용 및 음식점용 목재가구 제조업 외 1 종,2017,4,35.23334095,128.9072528
유엠메카닉스주식회사,12,반도체기계,,575.7,411.17,경상남도 김해시 부곡동 299-1,경상남도 김해시 장유로 99-25,반도체 제조용 기계 제조업 외 1 종,2017,4,35.2126308,128.8007482
유원산업,6,오락기부품 씽크 가구,,814.8,407.4,,경상남도 김해시 안동 161-9번지,주방용 및 음식점용 목재가구 제조업 외 1 종,2017,4,35.2352396,128.9152482
유일산업사,5,수지칩,,137,27,경상남도 김해시 주촌면 농소리 212-1,경상남도 김해시 주촌면 소망길 145,비금속류 해체 및 선별업 외 1 종,2017,4,35.21692547,128.8389341
유아이엠(주),90,에어콘전자부품,,1682,4608.04,경상남도 김해시 부곡동 100,경상남도 김해시 장유로55번길 29-17,기타 가정용 전기기기 제조업 외 5 종,2017,4,35.21688226,128.7985156
유원TECH,5,산업기계,,847.8,172.5,경상남도 김해시 한림면 병동리 497-1,경상남도 김해시 한림면 병동리 497-1번지,그 외 기타 일반목적용 기계 제조업 외 1 종,2017,4,35.28288906,128.7962997
유원테크,20,"절삭기계, 터빈부품",,989.8,646.1,경상남도 김해시 진례면 담안리 1397,경상남도 김해시 진례면 고모로324번길 183-1,금속 절삭기계 제조업 외 1 종,2017,4,35.24765668,128.7816501
유심산업,10,주조유압밸브,,759.35,114.75,경상남도 김해시 주촌면 내삼리 915-6,경상남도 김해시 주촌면 서부로1499번길 25-36 (총 2 필지),선철주물 주조업,2017,4,35.23032363,128.8168474
유영화학(주),30,PVC PIPE,,2240,441,경상남도 김해시 어방동 1050-11,경상남도 김해시 분성로569번길 21,"플라스틱 선, 봉, 관 및 호스 제조업",2017,4,35.23796652,128.9078108
유원산업(주),9,"선박,기계부품",,2196.42,18,경상남도 김해시 진영읍 의전리 357,경상남도 김해시 진영읍 서부로396번길 44,그 외 기타 금속가공업,2017,4,35.26927931,128.750383
유일산업사,5,특수포장지,,420,0,경상남도 김해시 한림면 안곡리 721-2,경상남도 김해시 한림면 안곡리 721번지,골판지 제조업 외 1 종,2017,4,35.289131,128.8438617
유정ENG,3,산업기계,,396,84,경상남도 김해시 상동면 감노리 628-1,경상남도 김해시 상동면 동북로1135번길 63,그 외 기타 특수목적용 기계 제조업 외 1 종,2017,4,35.34756449,128.9176923
유진금속공업(주),97,FLY WHEEL HOUSING 외,,6902.28,1907.63,,"경상남도 김해시 주촌면 골든루트로129번길 156,  A-3",자동차 엔진용 신품 부품 제조업 외 1 종,2017,4,35.22137031,128.8222362
유일콜드,2,냉동장치기계,,330.75,42.84,경상남도 김해시 주촌면 양동리 144-8,경상남도 김해시 주촌면 서부로1499번길 169-8 (총 2 필지),산업용 냉장 및 냉동 장비 제조업,2017,4,35.22736436,128.8053732
유진금속,4,크레인전장품,,234.5,70,,"경상남도 김해시 상동면 동북로513번길 68-11,  매리453",기타 물품 취급장비 제조업,2017,4,35.32260459,128.9609575
유진산업,15,산업용프라스틱,,404.5,0,경상남도 김해시 주촌면 덕암리 608-4,경상남도 김해시 주촌면 서부로1637번안길 38,운송장비 조립용 플라스틱제품 제조업 외 1 종,2017,4,35.25798514,128.8199892
유일철강,5,파렛트,,473.96,491.68,경상남도 김해시 한림면 병동리 980-15,경상남도 김해시 한림면 김해대로 902,그 외 기타 1차 철강 제조업,2017,4,35.2934781,128.7820105
유진그린비료(주),10,비료,,287.1,38,경상남도 김해시 한림면 퇴래리 425,경상남도 김해시 한림면 김해대로835번길 138,복합비료 및 기타 화학비료 제조업 외 1 종,2017,4,35.30339037,128.7828612
유진메탈(주),13,금속제품,,2242.5,163.76,경상남도 김해시 주촌면 덕암리 787,경상남도 김해시 주촌면 서부로1637번길 354,기타 구조용 금속제품 제조업,2017,4,35.25787416,128.8169357
유일정공,11,산업기계,,360,495,경상남도 김해시 주촌면 내삼리 924,경상남도 김해시 주촌면 서부로1499번길 25-30,그 외 기타 일반목적용 기계 제조업 외 1 종,2017,4,35.23070356,128.8176612
유진F.A,2,전기자동제어반,,180,2,경상남도 김해시 한림면 신천리 39,경상남도 김해시 한림면 용덕로 82-9 (총 2 필지),배전반 및 전기 자동제어반 제조업,2017,4,35.2850975,128.8345233
유진금속공업(주),2,자동차엔진부품,,800,15,경상남도 김해시 진영읍 본산리 1691,경상남도 김해시 진영읍 본산로269번길 65,자동차 엔진용 신품 부품 제조업 외 1 종,2017,4,35.32110874,128.7562052
유진엔지니어링(주),9,건설기계,,734.64,825.23,경상남도 김해시 한림면 가산리 524-1,경상남도 김해시 한림면 가동로103번길 11,그 외 기타 일반목적용 기계 제조업 외 1 종,2017,4,35.33022476,128.7625336
유진창호,2,플라스틱창호,,329.22,5.58,경상남도 김해시 흥동 45-7,경상남도 김해시 전하로 67 (흥동),플라스틱 창호 제조업,2017,4,35.22099073,128.855637
유진플라스틱,8,자동차 소음기,,290.25,74.25,경상남도 김해시 진영읍 죽곡리 233-4,경상남도 김해시 진영읍 서부로 275-22,합성수지 및 기타 플라스틱 물질 제조업,2017,4,35.27374262,128.7638087
유창열처리,9,자동차부품 열처리,,700,138.24,경상남도 김해시 생림면 나전리 701,경상남도 김해시 생림면 나전로161번길 151,금속 열처리업,2017,4,35.29957319,128.8752388
유진지관공업(주),15,화이바드럼,,496,192.8,경상남도 김해시 생림면 나전리 567-3,경상남도 김해시 생림면 상동로 22,기타 종이 상자 및 용기 제조업,2017,4,35.29653864,128.879552
유진프라스틱공업사,4,플라스틱가정용기류,,669.3,800.1,,경상남도 김해시 주촌면 서부로1743번길 47,그 외 기타 플라스틱 제품 제조업,2017,4,35.23758727,128.841587
유창산업기계,8,산업기계,,198,0,경상남도 김해시 상동면 대감리 408-2,경상남도 김해시 상동면 상동로 669,기타 가공 공작기계 제조업,2017,4,35.31414523,128.9400227
유진전자,7,전기회로및,,197,0,경상남도 김해시 화목동 268-3,경상남도 김해시 칠산로279번길 16-16,"전기회로 개폐, 보호장치 제조업 외 1 종",2017,4,35.19915301,128.8470769
유진프라스틱,10,플라스틱제품,,852.99,198.59,경상남도 김해시 한림면 용덕리 213,경상남도 김해시 한림면 명동로63번길 29,기타 건축용 플라스틱 조립제품 제조업,2017,4,35.30205193,128.8141936
유창산업,4,방열기및열매체보일러,,652.5,212.68,경상남도 김해시 주촌면 내삼리 1128-24,경상남도 김해시 주촌면 서부로1499번길 49-56,산업용 난방보일러 및 방열기 제조업,2017,4,35.23155247,128.8117245
유진전자,9,전기경보기,,92.4,16.5,,경상남도 김해시 삼계동 672-2번지,전기경보 및 신호장치 제조업,2017,4,35.27272868,128.8664674
유진테크,15,"레이져가공,전자부품",,493,52,경상남도 김해시 안동 539-16,경상남도 김해시 김해대로2636번길 16,주형 및 금형 제조업 외 1 종,2017,4,35.22746687,128.9148965
유진하이테크(주),30,자동차부품,,3414.86,953.38,경상남도 김해시 한림면 용덕리 689-2,경상남도 김해시 한림면 용덕로143번길 29,그 외 자동차용 신품 부품 제조업 외 10 종,2017,4,35.28978776,128.827704
유창판지(주),8,포장용상자,,470,714.44,,"경상남도 김해시 진례면 고모로526번길 31-45,  외2",골판지 제조업 외 1 종,2017,4,35.27032936,128.7790827
유한회사 영동레미콘,34,레미콘 제조업,,717.53,353.41,경상남도 김해시 상동면 매리 464-23,경상남도 김해시 상동면 상동로 862-79 (총 2 필지),레미콘 제조업,2017,4,35.31446723,128.9584764
유창정밀,2,금형가공품,,165.1,3.75,경상남도 김해시 주촌면 내삼리 1168,경상남도 김해시 주촌면 서부로1499번길 58,주형 및 금형 제조업,2017,4,35.23290716,128.8146419
유한기계,3,기어및전동축,,228,38,경상남도 김해시 지내동 327-3,경상남도 김해시 분성로727번길 8-43,기어 및 동력전달장치 제조업,2017,4,35.22945287,128.9225638
유환화학,7,플라스틱사출성형,,612,12.4,경상남도 김해시 진영읍 의전리 318-1,경상남도 김해시 진영읍 서부로346번길 52-36,그 외 기타 플라스틱 제품 제조업,2017,4,35.27125067,128.7547163
윤성기계,2,선박용가스터빈,,105,0,경상남도 김해시 상동면 매리 680-2,경상남도 김해시 상동면 동북로473번길 148,기타 기관 및 터빈 제조업,2017,4,35.30696794,128.956252
유창정공,9,금형,,300,68.68,경상남도 김해시 안동 538-38,경상남도 김해시 김해대로2596번길 11-5,주형 및 금형 제조업,2017,4,35.22786212,128.9107733
유한건업(주),5,목재,,294.35,129.65,경상남도 김해시 생림면 사촌리 111,경상남도 김해시 생림면 나전로 373-39,강화 및 재생 목재 제조업,2017,4,35.31468954,128.8721974
유화테크,1,금속부품,,180.48,0,경상남도 김해시 상동면 매리 1012-6,경상남도 김해시 상동면 동북로473번길 280-38,"동 압연, 압출 및 연신제품 제조업",2017,4,35.29906744,128.9446191
유창정공,6,구조용철판가공품,,325.8,69.18,,경상남도 김해시 화목동 1145-2번지,구조용 금속 판제품 및 공작물 제조업,2017,4,35.20875945,128.8519863
유창화공기계,9,"탱크,용기",,330,4.32,경상남도 김해시 진례면 송현리 293,경상남도 김해시 진례면 고모로 285-9,금속탱크 및 저장용기 제조업 외 1 종,2017,4,35.25243392,128.7662669
유호에이앤피,20,고무호스,,1701.1,203.6,경상남도 김해시 진영읍 죽곡리 2-2,경상남도 김해시 진영읍 서부로179번길 104,고무패킹류 제조업 외 1 종,2017,4,35.28941484,128.7745719
육일실업,3,농업용 PE필름,,454.24,344.52,경상남도 김해시 한림면 퇴래리 902,경상남도 김해시 한림면 김해대로1099번길 101,"플라스틱 선, 봉, 관 및 호스 제조업",2017,4,35.3015981,128.8006047
윤성금속(주),32,"볼트,너트외",,1006.5,216,경상남도 김해시 상동면 대감리 1132-6,경상남도 김해시 상동면 상동로 465,볼트 및 너트류 제조업 외 2 종,2017,4,35.30595331,128.9214273
윤산업,3,합성수지,,396,38,경상남도 김해시 진영읍 내룡리 324-1,경상남도 김해시 진영읍 진영로454번길 97-13,합성수지 및 기타 플라스틱 물질 제조업,2017,4,35.29256106,128.7542464
은석산업사,9,차량용에어컨커버,,1195.5,0,경상남도 김해시 생림면 사촌리 19-3,경상남도 김해시 생림면 여차로 31,기타 건축용 플라스틱 조립제품 제조업 외 2 종,2017,4,35.3116598,128.8781712
은유항공정밀(주),28,"항공기부품, 정밀기계부품",,2370.5,798.3,,"경상남도 김해시 주촌면 골든루트로129번길 46, 은유항공정밀(주)",항공기용 부품 제조업 외 1 종,2017,4,35.21627408,128.8232454
은산건업(주),15,알미늄창호,,492,162.14,경상남도 김해시 한림면 시산리 585-1,경상남도 김해시 한림면 장방로 221,기타 구조용 금속제품 제조업 외 1 종,2017,4,35.32771626,128.777416
은성포장,14,포장박스,,594,0,경상남도 김해시 상동면 우계리 229-1,경상남도 김해시 상동면 상동로 379 (총 2 필지),판지 상자 및 용기 제조업,2017,4,35.30612402,128.9127233
은산건업(주),10,금속제창,,544,144,경상남도 김해시 상동면 우계리 1081-10,경상남도 김해시 상동면 상동로 98-29,"금속 문, 창, 셔터 및 관련제품 제조업",2017,4,35.29565553,128.8868022
은성기업,4,은,,225,54,경상남도 김해시 안동 542-22,경상남도 김해시 김해대로2636번길 25-11,금속류 해체 및 선별업 외 1 종,2017,4,35.2266966,128.9159999
은진금형공업사,20,금형,,432,429.72,경상남도 김해시 진례면 산본리 44-2,경상남도 김해시 진례면 고모로 79,운송장비 조립용 플라스틱제품 제조업 외 2 종,2017,4,35.23540962,128.7680161
은혜정공,2,자동화기계,,96.6,0,경상남도 김해시 지내동 266-5,경상남도 김해시 삼안로52번길 21,동력식 수지공구 제조업,2017,4,35.23443896,128.9203473
이래cs(주)2공장,43,자동차부품,,11199.92,1761.36,경상남도 김해시 진영읍 죽곡리 10-2,경상남도 김해시 진영읍 서부로179번길 82,그 외 자동차용 신품 부품 제조업 외 3 종,2017,4,35.28777535,128.7745434
이레오토텍,14,자동차부품,,944.88,0,경상남도 김해시 주촌면 내삼리 1078-3,경상남도 김해시 주촌면 서부로1499번길 112-23, ,2017,4,35.23209157,128.8080491
이상원,6,건축목제품,,980.75,705,경상남도 김해시 상동면 우계리 261-3,경상남도 김해시 상동면 상동로 346,기타 건축용 나무제품 제조업,2017,4,35.3039559,128.9098136
은산월텍(주),10,금속제품,,504,288,경상남도 김해시 상동면 우계리 1081-10,경상남도 김해시 상동면 상동로 98-29,기타 구조용 금속제품 제조업,2017,4,35.29565553,128.8868022
은승산업,1,금형,,230,100,경상남도 김해시 지내동 192-16,경상남도 김해시 김해대로2694번길 8 (지내동),주형 및 금형 제조업,2017,4,35.228109,128.9209759
은창산업사,11,플라스틱제품류,,154.92,189.01,경상남도 김해시 주촌면 망덕리 142-6,경상남도 김해시 주촌면 서부로 1474-80,"플라스틱 선, 봉, 관 및 호스 제조업",2017,4,35.22904276,128.8240227
은진산업,6,기화성 방청지,,315,3.6,경상남도 김해시 주촌면 농소리 328-1,경상남도 김해시 주촌면 소망길 75,"적층, 합성 및 특수표면처리 종이 제조업 외 3 종",2017,4,35.21673029,128.8324116
이람화학,5,"알카리성,산성탈지제",,268.46,293.5,경상남도 김해시 진영읍 의전리 422-1,경상남도 김해시 진영읍 서부로378번길 70,그 외 기타 분류 안된 화학제품 제조업 외 1 종,2017,4,35.27272838,128.7514324
이레산업,13,금속캔,,965.36,535.19,경상남도 김해시 진영읍 본산리 312-20,경상남도 김해시 진영읍 본산2로79번길 34 (총 2 필지),금속 캔 및 기타 포장용기 제조업,2017,4,35.31488152,128.7550474
은혜정공,5,금속가공제품,,185,54,,경상남도 김해시 한림면 용덕로 164-14,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,2017,4,35.29066621,128.8323686
이레산업,4,선박용배관지지대,,337.5,0,경상남도 김해시 한림면 퇴래리 259,경상남도 김해시 한림면 김해대로927번길 204,선박 구성 부분품 제조업,2017,4,35.30528382,128.7893172
이롬mold,2,플라스틱케이스,,200,250,경상남도 김해시 진례면 산본리 44,경상남도 김해시 진례면 고모로 71-15,포장용 플라스틱 성형용기 제조업,2017,4,35.23462876,128.7676756
이시쿠라코리아,4,EVA분쇄물,,305.3,0,경상남도 김해시 진례면 송현리 34-2,경상남도 김해시 진례면 고모로216번길 218,비금속류 해체 및 선별업 외 1 종,2017,4,35.24764804,128.7747861
이원지류,5,골판지스트,,355.08,297.06,경상남도 김해시 상동면 매리 945,경상남도 김해시 상동면 동북로473번길 208-27,골판지 제조업 외 1 종,2017,4,35.30468381,128.9499432
이지엔지니어링,3,"컨베이어,산업기계",,374,101.18,경상남도 김해시 한림면 용덕리 946-9,경상남도 김해시 한림면 용덕로 184,컨베이어장치 제조업,2017,4,35.29301801,128.8306559
이래cs(주),130,자동차부품,,4133.7,2020.65,경상남도 김해시 진영읍 죽곡리 9-1,경상남도 김해시 진영읍 서부로179번길 39-130,그 외 자동차용 신품 부품 제조업 외 3 종,2017,4,35.28927183,128.7719951
이레엔텍(주),10,기체여과기,,495,84.48,경상남도 김해시 한림면 장방리 683-3,경상남도 김해시 한림면 한림로515번길 167,기체 여과기 제조업,2017,4,35.32547066,128.7896803
이모산업,5,순대,,137.46,2.88,경상남도 김해시 지내동 263-6,경상남도 김해시 삼안로60번길 11-11,육류 기타 가공 및 저장처리업 (가금류 제외) 외 1 종,2017,4,35.23517186,128.9186897
이루PMC,3,자동차부품,,165,0,경상남도 김해시 한림면 퇴래리 609-5,경상남도 김해시 한림면 김해대로927번길 89-29,그 외 자동차용 신품 부품 제조업 외 3 종,2017,4,35.29852255,128.7825507
이성산업,5,콘크리트부품,,492,135,,"경상남도 김해시 한림면 장방로 345,  외3",콘크리트 관 및 기타 구조용 콘크리트 제품 제조업,2017,4,35.33399315,128.7879864
이원금속,2,훼라이트 분말,,416,0,,경상남도 김해시 안동 0번지 4B-18L,금속 열처리업 외 2 종,2017,4,35.23553496,128.9139776
이성,5,집진기및여과기,,252.56,0,경상남도 김해시 안동 162-11,경상남도 김해시 김해대로2635번길 57 (안동) (총 2 필지),기체 여과기 제조업,2017,4,35.23430449,128.9146087
이엔피테크(주),15,샤프트,,989.4,198,경상남도 김해시 진영읍 진영리 797-3,경상남도 김해시 진영읍 진산대로201번길 4-14,절삭가공 및 유사처리업,2017,4,35.32119862,128.7202458
이주테크,3,성형용기,,541.36,84.1,경상남도 김해시 진례면 청천리 18-2,경상남도 김해시 진례면 서부로411번길 32,포장용 플라스틱 성형용기 제조업,2017,4,35.26561133,128.7556543
이천산업,10,산업기계,,476,227.83,경상남도 김해시 주촌면 내삼리 208,경상남도 김해시 주촌면 서부로1541번길 177-1,그 외 기타 일반목적용 기계 제조업 외 1 종,2017,4,35.24055479,128.808751
이텍,6,공구홀드,,490,30,,경상남도 김해시 진영읍 진영리 4-5외2번지,기타 가공 공작기계 제조업,2017,4,35.3129786,128.7437687
이호켐엔텍(주),12,선박부품,,1697.5,276.86,경상남도 김해시 상동면 감노리 239-17,경상남도 김해시 상동면 동북로1007번길 40-23,선박 구성 부분품 제조업,2017,4,35.34428742,128.9252373
이수하이텍,5,사출기및주변기기,,171.8,60,경상남도 김해시 생림면 나전리 1084-3,경상남도 김해시 생림면 나전로 100-4 (총 2 필지),"고무, 화학섬유 및 플라스틱 성형기 제조업 외 1 종",2017,4,35.29498705,128.8729851
이원주방,2,업무용대형가스렌지,,277.88,0,경상남도 김해시 주촌면 내삼리 958-1,경상남도 김해시 주촌면 서부로1499번안길 21-5,디지털 적층 성형기계 제조업 외 1 종,2017,4,35.23382642,128.8152927
이지산업(주),12,"목재패널,옥외용벤치,옥외용탁자",,382.42,140.2,경상남도 김해시 상동면 우계리 114,경상남도 김해시 상동면 묵방로109번길 25,"체조, 육상 및 체력단련용 장비 제조업 외 5 종",2017,4,35.29950629,128.9109876
이즈텍(주),18,금속포장용기,,1386,97.17,경상남도 김해시 한림면 장방리 287-17,경상남도 김해시 한림면 한림로343번길 39-22,그 외 자동차용 신품 부품 제조업 외 3 종,2017,4,35.31721429,128.7975561
이진폴리머(주),10,합성수지,,995,0,경상남도 김해시 진영읍 죽곡리 9-8,경상남도 김해시 진영읍 서부로179번길 71,비금속류 해체 및 선별업 외 1 종,2017,4,35.28709795,128.7727294
이코리아산업(주),164,세탁기부품,,1691.68,0,경상남도 김해시 내덕동 543-1,경상남도 김해시 금관대로731번길 20,그 외 기타 전자부품 제조업 외 2 종,2017,4,35.20680561,128.8295402
이진산업,7,PE필름,,329.3,128.2,경상남도 김해시 진례면 송현리 220,경상남도 김해시 진례면 담안로 165,플라스틱 필름 제조업 외 1 종,2017,4,35.2541218,128.7656611
이코리아산업(주),260,전기 전자부품,,23910.4,8390.44,,"경상남도 김해시 주촌면 골든루트로 103-11, 이코리아산업(주)",기타 가정용 전기기기 제조업 외 2 종,2017,4,35.21406149,128.828612
이현도장기술,3,선박기자재 도장,,645,130.04,경상남도 김해시 유하동 571-1,경상남도 김해시 유하로133번길 87,도장 및 기타 피막처리업,2017,4,35.21787728,128.8069035
인계기업,14,금속구조재,,487.9,7.2,,경상남도 김해시 유하동 354-외1번지,육상 금속 골조 구조재 제조업 외 2 종,2017,4,35.21702078,128.8158205
인영상사,23,신발,,763.96,313.1,,경상남도 김해시 어방동 0번지 4B 11L,"플라스틱 선, 봉, 관 및 호스 제조업",2017,4,35.23766606,128.9032589
인팩글로벌주식회사,26,제제목,,705,2400,경상남도 김해시 진영읍 우동리 341,경상남도 김해시 진영읍 하계로138번길 59 (총 5 필지),일반 제재업,2017,4,35.28094884,128.7231367
이진화학(주),5,접착제,,213.75,145.25,경상남도 김해시 상동면 우계리 502,경상남도 김해시 상동면 상동로375번길 80-20,접착제 및 젤라틴 제조업,2017,4,35.31269236,128.9093356
이텍,12,산업용송풍기,,492.45,756.45,경상남도 김해시 한림면 가동리 583-1,경상남도 김해시 한림면 가동로 62-16 (총 2 필지),산업용 송풍기 및 배기장치 제조업 외 1 종,2017,4,35.32546891,128.7660655
이호정밀,10,시버턴,,378,528.4,경상남도 김해시 유하동 562-2,경상남도 김해시 서부로 1274 (총 2 필지),기타 가공 공작기계 제조업,2017,4,35.2192514,128.8045853
이현도장기술,8,철구조물표면처리,,1580,389.8,경상남도 김해시 주촌면 내삼리 1172-4,경상남도 김해시 주촌면 서부로1499번길 47,도장 및 기타 피막처리업,2017,4,35.23215822,128.8157246
익산정밀,10,모터용샤프트,,430.75,55.8,경상남도 김해시 한림면 명동리 812-1,경상남도 김해시 한림면 김해대로1288번길 32,전동기 및 발전기 제조업,2017,4,35.2826854,128.816547
인도정공,7,전자부품,,992.4,0,경상남도 김해시 한림면 안하리 2001-2,경상남도 김해시 한림면 용덕로302번길 38,그 외 기타 전자부품 제조업 외 1 종,2017,4,35.30219692,128.831132
